 	il	dito	si	gonfiò	</S>
a39	0.13340715	0.24773438	0.16011098	0.20279805	0.25594947
a13	0.34522602	0.3178928	0.1904226	0.07278461	0.07367404
a31	0.4350921	0.3513646	0.1460341	0.038131487	0.029377682
a20	0.52147627	0.3277643	0.090999834	0.036698304	0.023061268
a31	0.35342643	0.35027456	0.09181042	0.12056963	0.08391908
a11	0.37290332	0.36824512	0.121763006	0.071240425	0.06584803
a31	0.26134866	0.27358425	0.16421573	0.056777157	0.24407426
a39	0.16079763	0.36462352	0.06466084	0.11529442	0.29462364
a31	0.06598393	0.20713295	0.034165945	0.2772263	0.41549084
a41	0.047656715	0.10289771	0.071739726	0.25101438	0.5266915
a46	0.020418713	0.0629221	0.015202949	0.20586653	0.6955897
a31	0.039109554	0.105359204	0.024211653	0.2556802	0.57563937
</S>	0.005447265	0.009414908	0.032245494	0.123522274	0.8293701
