 	il	vestito	della	sposa	vuole	bianco	</S>
a17	0.156424883	0.0219500965	0.20210461	0.586729035	0.00939712975	0.0183926175	0.00500166585
a31	0.165976507333	0.0320587121667	0.20923212	0.538482135	0.0142194270833	0.0319373491667	0.00809383995
a17	0.0661178139443	0.0233493015222	0.198290503333	0.643999658333	0.0145739872278	0.0445617153889	0.00910704631667
a31	0.0233222286814	0.00869688139407	0.187592231111	0.737018719444	0.00658557600927	0.0307343129296	0.00605002559556
a14	0.0082768164938	0.00357247875136	0.18299167837	0.783757206481	0.00338286434976	0.0150578544432	0.00296107545519
a17	0.00366119213127	0.00310439635045	0.188190194123	0.789862968827	0.00195399099659	0.0110644537144	0.0021627892184
a31	0.00205383946709	0.00288610841682	0.261305821374	0.721584256276	0.00276199126553	0.0081589617048	0.00124900079613
a11	0.0014353222457	0.00193018617227	0.248876853791	0.734814718759	0.00259896768851	0.00881566613493	0.00152827712204
a35	0.00321227631523	0.00416095085742	0.20903300793	0.770016486253	0.0014648425295	0.010062992045	0.00204942687401
a38	0.0111942114384	0.00987097511914	0.21411575931	0.750489492084	0.0016500642765	0.0102973843483	0.00238211842467
a31	0.0118484174195	0.00935788297305	0.245221683103	0.721101880695	0.00196687449217	0.0084630985161	0.00204019518489
a21	0.00516878767983	0.00645046742435	0.252179501034	0.722628846898	0.00234116843072	0.00842733390537	0.00280391650496
a31	0.00290818533661	0.00524224839145	0.245137367011	0.733716255633	0.00204821841024	0.00797424340179	0.00297348159832
a24	0.0030353402222	0.00715513954715	0.28123308567	0.683113405211	0.00294932833675	0.0155889012339	0.00692479216277
a8	0.0040631448074	0.0118859785157	0.35181050189	0.593546051737	0.00716502897892	0.021932098578	0.00959719938759
a23	0.00299055196913	0.0140456205052	0.44860160063	0.497274600579	0.0146225543263	0.0163939436927	0.0060711150292
a31	0.00212924415638	0.0109387553017	0.442599863543	0.515891900193	0.0133785853421	0.0114925947642	0.00356902962973
a8	0.00202647615213	0.00749130790057	0.440078927848	0.520962776731	0.0139622926807	0.0126779901214	0.00280019392991
a23	0.00183284798404	0.00880939596686	0.515004042616	0.430215675577	0.0247020815602	0.0161466287071	0.0032893006433
a31	0.00183288489468	0.00628353638895	0.469160114205	0.489030965192	0.0196471881201	0.0120200164024	0.00202526683777
a10	0.00211825243156	0.00617311386298	0.452777138068	0.502068475064	0.0181169753067	0.0159731306341	0.00277288590259
a37	0.00188081034385	0.00898105862099	0.544572946023	0.389782005021	0.0298952434356	0.0208827955447	0.00400512880086
a46	0.00151687874795	0.00898057054033	0.585074092008	0.34798447834	0.0357719071452	0.0174606881816	0.00321140483362
a8	0.00126516894932	0.00751423318011	0.583383230669	0.354761709447	0.0356049050484	0.0150487533939	0.00242204534454
a31	0.00150527241644	0.00467756199337	0.487534950223	0.468539489816	0.0233779863495	0.0128376859646	0.00152710411485
a20	0.00178588487215	0.00644281359779	0.466048046741	0.482216523272	0.0236889761165	0.0171783091549	0.00263951503828
a8	0.00158138459072	0.0089584710326	0.556627062247	0.374413281091	0.0345285780388	0.0202766967183	0.00361454574609
a13	0.00154522353024	0.0092769293442	0.594631274082	0.336517070364	0.0359872046796	0.0186151312394	0.0034271476487
a18	0.00176460157675	0.0123514439481	0.608455644694	0.313707343455	0.0385954735599	0.0206645874131	0.00446091381623
</S>	0.00187743698838	0.014098998974	0.610012972347	0.307338336727	0.03986887178	0.0217758947065	0.00502750080811
