 	non	sono	ancora	vestita	</S>
a31	0.0387101665	0.050778433	0.105692723	0.75400485	0.050813811
a23	0.0391130641667	0.0275827307667	0.0532796896667	0.81481353	0.0652109603333
a31	0.0223472167222	0.0133875150222	0.0292113415556	0.876960823333	0.0580931034444
a7	0.0154864662407	0.00908974247407	0.0328985468519	0.853135507778	0.0893897411481
a31	0.0102559437469	0.00804162362469	0.068874562284	0.806282019259	0.106545860383
a13	0.00777930084897	0.00729816744156	0.0927795677613	0.766837213086	0.125305766794
a31	0.00642964588299	0.00668468921385	0.11403916092	0.736789027695	0.136057483598
a37	0.007214540961	0.00594231887128	0.12474283364	0.735047909232	0.127052405866
a18	0.008742723987	0.00471051825709	0.107263811213	0.724791786411	0.154491158622
a31	0.0349806196623	0.0146116530857	0.146195917071	0.681603778804	0.122608049541
a46	0.0458448495541	0.0179713731952	0.153002949024	0.691681392935	0.091499479847
a8	0.0323839128514	0.0108187342317	0.106030569675	0.768119484312	0.082647329949
</S>	0.0326202614257	0.0102416706159	0.0972963698375	0.783593222156	0.0762484949745
