 	la	donna	pulisce	la	casa	l'	uomo	no	</S>
a23	0.012073877	0.00578150315	0.30863369	0.18197326	0.083517815	0.06025956	0.129321855	0.1920015	0.0264369635
a31	0.0118957716667	0.00718930381667	0.308149056667	0.12145475	0.0622414396667	0.0455743966667	0.194494698333	0.222301883333	0.0266987401667
a24	0.00592279425557	0.00448347052889	0.289984728889	0.102047066667	0.0619437312222	0.0475556072222	0.231533332778	0.233355694444	0.0231736127222
a31	0.00382815398519	0.00243979499963	0.309649542963	0.118119538889	0.0618294484074	0.0459208067407	0.206738887593	0.233648514815	0.0178253382407
a35	0.00284767615506	0.00148038592988	0.314674370988	0.14572118963	0.0667475028025	0.0483086292469	0.187311505864	0.219991594938	0.0129171430802
a28	0.00154729717835	0.00067763431996	0.285863943663	0.17660279321	0.0809677862675	0.0556829840823	0.193634481955	0.192061484979	0.0129615760267
a37	0.00525558155945	0.00138566961999	0.267968697888	0.219848254403	0.0938644834225	0.0618408296941	0.159765750652	0.168080444993	0.0219903003422
a39	0.0166777161865	0.00492545997333	0.241839399296	0.241441864801	0.106409389141	0.0712843132314	0.129437171884	0.148326931664	0.0396577857807
a20	0.0295538977288	0.00719793715778	0.244980069765	0.2364006216	0.105651021047	0.0689925454105	0.120869636961	0.137079883888	0.0492744359269
a31	0.0253844001096	0.00649523721926	0.252790903255	0.251236390533	0.108650365016	0.0734825958035	0.0981475353203	0.137342191296	0.046470424309
a44	0.0177135772365	0.00490831827309	0.281871274418	0.246751226844	0.102752843339	0.0700999859345	0.0998006067734	0.137808277099	0.038293924103
a31	0.0143466148788	0.00326255692436	0.303005858139	0.249432788948	0.0967534127797	0.0635630513115	0.101763624924	0.1363734857	0.0314986220343
a34	0.00798408342627	0.00269750277479	0.280633852713	0.259948616316	0.104256900927	0.0691186287705	0.103793720975	0.141850645233	0.0297160460114
a31	0.00523613667542	0.0021072462916	0.283907950904	0.264845075439	0.103532973642	0.0671919179235	0.102395164658	0.144037648411	0.0267459130038
a18	0.00272558388181	0.0012869296072	0.343762263635	0.24098004848	0.0830059245473	0.0526964226412	0.116177122553	0.140225326137	0.0191403900013
a31	0.0013967057506	0.000701250099067	0.399168141212	0.224046329493	0.0657397681824	0.0385167908804	0.122420777518	0.134930425379	0.0130798050004
a18	0.000802696246867	0.000416859698356	0.438945053737	0.193035151164	0.0540187643941	0.0308176372935	0.149045945839	0.12332762646	0.00959026300013
a7	0.000344114312289	0.000203646561452	0.462235167912	0.113218965055	0.0333323324647	0.0193606094312	0.248366198613	0.117249292153	0.00568966446671
a17	0.00023911399743	0.000150349453817	0.455679719304	0.0910532050183	0.0266829044882	0.0162494324771	0.285593226204	0.120132192718	0.00421987512224
a31	0.00050007892581	0.000186217267939	0.521756953101	0.111882098339	0.0250126921627	0.0142809278257	0.211683987401	0.111136114239	0.00356094287408
a24	0.00070283697527	0.000250142752646	0.5412425577	0.10643571378	0.0231954660542	0.0129745452752	0.213475434467	0.098171099413	0.00355219762469
a31	0.00115048732509	0.000333681534215	0.5430971159	0.106323498927	0.0217891126847	0.0122113544251	0.215236726822	0.096292736471	0.00356529354156
a43	0.00142684040836	0.000516110578072	0.5197767853	0.111889362976	0.0252822178949	0.0152823658084	0.219503954274	0.10152830749	0.00479403968052
a39	0.00110834553612	0.000626476806024	0.4353368651	0.0859930743253	0.0282067412983	0.0191889159361	0.315520331425	0.108046687497	0.00597254586017
a31	0.00132686777871	0.000516006208675	0.469614035033	0.117445901442	0.0267491030994	0.0171713336454	0.245937467142	0.116398637499	0.00484064828672
</S>	0.00164688023935	0.000416254614337	0.523215617517	0.152642680721	0.0251360305497	0.0146312383227	0.156955133571	0.12150892875	0.00384722944336
