 	e	che	cucino	</S>
a31	0.72974572	0.066180665	0.19953251	0.0045410989
a24	0.58077254	0.050149018	0.364101003333	0.00497745236667
a31	0.5055988	0.0480259606667	0.440985734444	0.00538950605556
a11	0.492370126667	0.0469501762222	0.445719031481	0.0149606732185
a46	0.466281085556	0.0374833980741	0.46151503716	0.0347204964062
a41	0.580641745185	0.047508104358	0.33260996572	0.0392401594687
a20	0.662939881728	0.073918339786	0.224254801907	0.0388869571562
a36	0.503843613909	0.124768799929	0.304746347302	0.0666412510521
a31	0.251041369303	0.10676626331	0.576508395767	0.0656839903507
a46	0.132900997768	0.0933201711033	0.723393498589	0.0503853551169
</S>	0.119579093884	0.127494750552	0.693683449295	0.0592427250585
