 	li	vestono	i	genitori	</S>
a31	0.0124715928	0.016929145	0.93144104	0.0318069055	0.0073513168
a46	0.0120452768667	0.0105548602333	0.952510326667	0.0166149737333	0.00827455593333
a18	0.00508028022223	0.00521592637777	0.965914175556	0.0112274864778	0.0125621319778
a35	0.00308171774074	0.00400009619259	0.959217025185	0.0143004664926	0.0194007466593
a15	0.00364285304691	0.00483741439753	0.952701441728	0.0179231004975	0.0208952215531
a39	0.0045621884823	0.00562102446584	0.951728767243	0.0185723634992	0.019515624851
a31	0.0055990634941	0.00687453798861	0.952830575748	0.0191082544997	0.015587534617
a11	0.0049144431647	0.00647937956287	0.960348571916	0.0169615898332	0.0112960152057
a20	0.0031886424549	0.00490995525429	0.969426657305	0.0130409916111	0.00943377506857
a31	0.00301496468497	0.0045009299181	0.970401255768	0.014597631537	0.00748521555619
a39	0.00218251407166	0.00334478220603	0.973474611923	0.014757760179	0.00624034105206
a20	0.00146633833389	0.00388224780201	0.975037780641	0.013058546393	0.00655512768402
a46	0.0014211809113	0.00488658546734	0.973470113547	0.013653518131	0.00656864856134
a31	0.0011742937371	0.00337745885578	0.980541057849	0.010787922177	0.00411929794378
a15	0.00128495761237	0.00357668511859	0.978079439283	0.0125194475257	0.00453944807126
a24	0.00160238507079	0.00569665213953	0.962204179761	0.0220343858419	0.00846236502375
a20	0.0027582584236	0.0101454161465	0.93143598992	0.039686609614	0.0159737360079
a31	0.0039150811412	0.0105848950488	0.93381672664	0.0367357082047	0.014947583536
a13	0.00647688254707	0.0101510106829	0.94464319888	0.0273839444016	0.0113449413787
a46	0.0124150066824	0.017528525561	0.915553709627	0.0384453424672	0.0160574304596
a14	0.0169263482275	0.023215763187	0.894473183209	0.0465910361557	0.0187936928199
a20	0.0183423620758	0.025522113729	0.88828899107	0.0490979777186	0.0187485676066
a31	0.0296786266919	0.0267972235763	0.88940269369	0.0377595909062	0.0163618905355
</S>	0.0406426833459	0.0270160042882	0.890211466845	0.0270009059531	0.0151289812677
