 	lo	sentii	ee	che	arrivava	</S>
a15	0.0360116155	0.00932415284	0.28905592	0.16071521	0.474892585	0.030000539
a31	0.0406251705	0.01066960848	0.261431213333	0.153307806667	0.506816108333	0.0271501296667
a46	0.0224471748333	0.00532193264	0.314724027778	0.168673755556	0.463778682778	0.0250544342222
a8	0.0132806309444	0.00252873799333	0.357743242593	0.167586861852	0.435619647593	0.0232408684074
a31	0.0091982511148	0.00159346089778	0.348507530864	0.193422693951	0.429879099198	0.0173989634691
a23	0.0078714211716	0.00117453193259	0.377023416955	0.19455761465	0.400224556399	0.0191484584897
a8	0.00847109572387	0.00122999217753	0.315847115652	0.19820130155	0.453659232133	0.0225912781632
a38	0.0104894372413	0.00151557329251	0.225591118551	0.198381470517	0.542349367378	0.0216730400544
a20	0.0112570347471	0.00139190516417	0.177341609517	0.159799463506	0.631282845793	0.0189271653515
a28	0.010702332249	0.00113897915472	0.147773955172	0.132140364502	0.692294301931	0.0159501017838
a20	0.009892114083	0.000961959371573	0.121887720391	0.110409421501	0.74342266731	0.0134261269279
a23	0.00981631002767	0.000918940743858	0.111824661464	0.111428507167	0.75239212577	0.0136194616426
a31	0.00799349850922	0.000796005851286	0.173497498488	0.171806395722	0.631287381923	0.0146191938809
a29	0.00421577313641	0.000408693630429	0.173016836829	0.150158990907	0.662737327308	0.00946234312697
a33	0.00365139401214	0.000365910640143	0.10575550461	0.0868101793023	0.796757292436	0.00665972820899
a29	0.00289171397071	0.000303336483381	0.0758636632033	0.0610099677674	0.854756830812	0.00517448793633
a27	0.0013677775369	0.000144859332127	0.0388547543344	0.0263595690225	0.930963343604	0.00230966552544
a46	0.0005455409723	6.54880093757e-05	0.0181660083781	0.0107013106408	0.969541947868	0.000979700495147
a20	0.000218053171433	3.00733104586e-05	0.00993551865937	0.00511816478027	0.984221349289	0.000476837558382
a31	8.96611884777e-05	1.47048350529e-05	0.0273365384198	0.00901978362676	0.963203483096	0.000335806312794
a7	4.53303188259e-05	1.2264740251e-05	0.0330230981399	0.0103360570423	0.956273061032	0.000310184720931
a1	2.5279406942e-05	1.20362610837e-05	0.0129467994466	0.0045835466141	0.982199220344	0.000233102143644
a20	2.12412326473e-05	1.41501253612e-05	0.00729769934887	0.0033290868047	0.989090853448	0.000246948827881
a31	2.00620225491e-05	1.30705795537e-05	0.00869529691629	0.00291981360157	0.988144214483	0.000207561159294
a20	2.91042208497e-05	1.96419116179e-05	0.0103210589721	0.00390530136719	0.985527911494	0.000197000106431
a31	3.22528802832e-05	2.17982293393e-05	0.013192957324	0.00430532115573	0.982255610498	0.000192045812144
a23	2.54158534277e-05	1.49136312464e-05	0.0138684957747	0.00386556961858	0.982093920166	0.000131671334048
</S>	2.86470417138e-05	1.76067566232e-05	0.0111540578874	0.00466697510929	0.983983810083	0.000148897032024
