 	lo	sentii	che	viene	</S>
a43	0.369882375	0.049507798	0.0873580715	0.47506297	0.018188811
a17	0.277876521667	0.0314297163333	0.0426291245	0.62515951	0.022905155
a11	0.217215303889	0.0164375272778	0.0259117731667	0.703741916667	0.0366934963333
a31	0.267080011296	0.0179204429259	0.0334980873889	0.644828698889	0.0366727431111
a46	0.305200877099	0.0195503579753	0.0430328987963	0.59026402963	0.0419517943704
a6	0.368992399033	0.0225068193251	0.0587331549321	0.495130859877	0.0546367164568
a31	0.369018463011	0.0267150021084	0.111793074977	0.447645333292	0.0448281038189
a15	0.356593984337	0.0229747993695	0.118131604326	0.452525247764	0.0497743759396
a20	0.482712561446	0.0295884154565	0.087865792442	0.336372009255	0.0634612283132
a31	0.372327583149	0.0266944479188	0.127351979147	0.405116973085	0.0685090097711
a17	0.191009713716	0.0241895094063	0.185987359716	0.506985947695	0.0918274585904
a31	0.118595337239	0.0226362581354	0.168918413239	0.597554905898	0.0922950638635
a13	0.0718672050797	0.0273363710451	0.20200019108	0.622890078633	0.0759061136212
a39	0.0699482316932	0.0471095746817	0.335612323693	0.475494702878	0.0718351468737
a46	0.0653886955644	0.0556082182272	0.425609737898	0.395477094293	0.0579162519579
a31	0.0484759108548	0.0417793757424	0.333726802633	0.529536378098	0.046481525986
a18	0.0391032142849	0.0365988969141	0.312858594211	0.571137979366	0.040301312662
</S>	0.0441191121424	0.047455544957	0.408782282105	0.458445989683	0.041197067331
