 	ho	cosa	a	fare	</S>
a23	0.882550685	0.00195158385	0.0499534458	0.049832668	0.0157115735
a17	0.934581571667	0.00157496051667	0.0256163031333	0.0244297946667	0.0137973088333
a31	0.923148377222	0.00128229777222	0.0214145690444	0.0394805802222	0.0146741589444
a8	0.865537112407	0.00126172092407	0.0301432670148	0.0803908154074	0.0226671289815
a31	0.704344244136	0.00154171300802	0.0570016190049	0.179843451802	0.0572690086605
a13	0.590023864712	0.00185833550267	0.0797220530016	0.255678453934	0.0727173038868
a24	0.659107264904	0.00161246983422	0.0829028743339	0.201620364645	0.0547570356289
a31	0.644208181635	0.00117149469807	0.112103618111	0.157913491548	0.0846032118763
a13	0.598187770545	0.00107630611936	0.131825184037	0.155571547183	0.113339160625
a31	0.534761940182	0.00109624660645	0.191638219346	0.136353182394	0.136150406875
a18	0.305041153394	0.00101086356882	0.258416359782	0.260794754131	0.174736922292
a0	0.120273426131	0.000953160789607	0.212458849927	0.530830468044	0.135484149097
a39	0.0486252727103	0.000992453496536	0.176665606642	0.696361152681	0.0773555453657
</S>	0.0292205298551	0.00106389899827	0.181293583321	0.723839296341	0.0645827036828
