 	ho	messo	uno	specchio	sul	muro	</S>
a8	0.1523528405	0.00390836827	0.039974662	0.42818001	0.229139475	0.10049476	0.045949883
a31	0.162143765833	0.00621078095667	0.044964652	0.41940984	0.208254785	0.110413083333	0.048603094
a17	0.0689800151443	0.00461812449889	0.0490670133333	0.45803819	0.256202338333	0.134936107778	0.0281582133333
a11	0.0359926119148	0.00188701691296	0.0432777244444	0.473939896667	0.293740802778	0.129058659259	0.0221032847778
a31	0.0235223527383	0.000944053822653	0.0591941554815	0.528480388889	0.271110637593	0.102210093086	0.0145383305926
a20	0.0216324413461	0.000512525092551	0.0593289704938	0.533246352963	0.270905452531	0.097789524362	0.0165847611975
a31	0.021030170282	0.00036624442085	0.0639862654979	0.549559017654	0.259202774177	0.0889599181207	0.0168956152658
a37	0.00998074342733	0.00017609414895	0.0613684704993	0.588999452551	0.246761381392	0.0761319060402	0.0165819236219
a24	0.0100167979758	0.000167741454983	0.0390727161664	0.584495447517	0.265565953797	0.0743870753467	0.0262942502073
a28	0.0134025296586	0.000532259938328	0.0420991693888	0.565847722506	0.267752637932	0.0796120417822	0.0307536687358
a31	0.0112667464195	0.000591573082776	0.0419996011296	0.630153844169	0.225036042644	0.0668483599274	0.0241039072453
a24	0.0079099710065	0.000658665630925	0.0434616973765	0.615340204723	0.200501304215	0.0784042493091	0.0537239634151
a35	0.00840280400217	0.00192292371031	0.0981803047922	0.506697411574	0.202277781405	0.10702322977	0.0754955644717
a31	0.00854228633406	0.0019982698301	0.109500644931	0.539641513858	0.197573420468	0.0961180832567	0.0466257861572
a20	0.00764916811135	0.0020608139367	0.106905591644	0.512138981286	0.216137343489	0.114418251086	0.0406898720524
</S>	0.00652394555568	0.00298582996835	0.140555645822	0.440445840643	0.221553636744	0.140130550543	0.0478046040262
