 	le	melanzane	vogliono	girate	</S>
a20	0.0532136638	0.757572775	0.0241283915	0.1552903935	0.0097946955
a31	0.0571412856	0.662483655	0.0212230115	0.248214971167	0.0109370183667
a39	0.0236679741333	0.646307698333	0.0140462658333	0.305100933722	0.0108771186556
a41	0.00873470437777	0.728339712778	0.0088279586111	0.241017017907	0.0130806412185
a18	0.00382477629259	0.866439684259	0.010091241537	0.109633667302	0.0100106617395
a28	0.00302461869753	0.927094544753	0.0131993758457	0.049481194434	0.0072002927465
a13	0.00332849949918	0.944968098251	0.0146721006152	0.030115065478	0.00691628514883
a14	0.00385975113306	0.936078099417	0.0171913985384	0.0310753591593	0.0117954294496
a39	0.00373397171102	0.920338233139	0.0212210975128	0.0361678353864	0.0185388798165
a31	0.00216832380367	0.911373527713	0.0236701821709	0.0447999834621	0.0179880062722
a6	0.00163438076789	0.851546539238	0.0390206247236	0.071772916154	0.0360255340907
a20	0.00239966322263	0.761017903079	0.0771968015745	0.100941773718	0.0584438240302
a31	0.00238785697421	0.764254677693	0.0738131395248	0.113939251239	0.0456050710101
a46	0.00262476452474	0.769757459231	0.0794085688416	0.116591350413	0.0316178670034
a18	0.00322947650825	0.727348553077	0.125004492947	0.114549673471	0.0298677893345
a24	0.00308936600275	0.696729984359	0.148118407649	0.120741267824	0.0313209767782
a31	0.00287069820092	0.712437461453	0.113436573216	0.142578595941	0.0286766765927
a17	0.00302837563364	0.757083037151	0.0881656784053	0.132171043647	0.0195518181976
a11	0.00328504577788	0.76064742905	0.116708822802	0.103156046216	0.0162026027325
a20	0.00332650962596	0.751774793017	0.131139240934	0.0970698134053	0.0166896342442
a24	0.00333640574199	0.723278247672	0.144976660311	0.107380235802	0.0210284784147
a31	0.00314419024733	0.727697082557	0.110257018437	0.138652085267	0.0202496531382
a37	0.00325070654911	0.758563327519	0.0891358278123	0.133321431756	0.0157287177127
a31	0.0036029741497	0.76861607584	0.0813498026041	0.133927367252	0.0125037886709
a20	0.0035119661499	0.781310171947	0.0716780975347	0.133626089084	0.00987365165697
a31	0.00385216431663	0.772678703982	0.0702367745116	0.144036579695	0.00919575605232
</S>	0.00442630415831	0.757983551991	0.0483957402558	0.180785174848	0.00840923627616
