 	Valeria	legge	il	giornale	</S>
a31	0.198782625	0.207272225	0.106257233	0.468863025	0.018824921
a39	0.130324059667	0.163856545	0.08536268	0.599991108333	0.0204656333333
a8	0.109444566556	0.127102485	0.0474023483333	0.694396682778	0.0216539267778
a31	0.123940030852	0.127085618333	0.0440261407778	0.684244440926	0.0207037609259
a11	0.206097436951	0.143065979444	0.0442982735926	0.584525356975	0.0220129429753
a13	0.382961322317	0.164723579815	0.0374997361975	0.391620722325	0.0231946273251
a31	0.433740887439	0.191184123272	0.0527121170658	0.303355467442	0.019007401775
a18	0.417576155813	0.195587854424	0.0653249113553	0.297012395814	0.0244986745917
a37	0.537700481938	0.178863074808	0.0540465034518	0.205434738605	0.0239551925306
a11	0.654850143979	0.166185768269	0.0431860951506	0.120947606202	0.0148304131769
a41	0.71236449466	0.157197912756	0.0395619160502	0.0802265600673	0.0106491737256
a14	0.723929064887	0.155626657585	0.0426548186834	0.0673850046891	0.0104044845752
a31	0.565826241629	0.148881992528	0.0699492502278	0.18873240823	0.0266101178584
a35	0.425304990543	0.164338704176	0.104936621743	0.26141314941	0.0440065592861
a31	0.352527746848	0.156772846059	0.119327977248	0.318702909803	0.052668529762
a41	0.233755428949	0.14519528002	0.147559129083	0.395657789934	0.0778323565873
a31	0.175365882983	0.130919856673	0.147795376361	0.463700029978	0.0822188088624
a35	0.120271124328	0.088726568891	0.123177237454	0.580977423326	0.0868475896208
a31	0.121580311443	0.0811522396303	0.106718847818	0.612200474442	0.0783480932069
a8	0.140457883814	0.0775860565434	0.077610757606	0.652913724814	0.051431569069
a20	0.121288952938	0.0751781755145	0.073593084202	0.666170284938	0.0637695076897
a31	0.146541679313	0.0882158385048	0.0731191414007	0.638370504979	0.0537528635632
a37	0.148030716438	0.0848761868349	0.0550799971336	0.675162488326	0.0368506371877
</S>	0.116477528219	0.0716540494175	0.0462267635668	0.723852274163	0.0417893910938
