 	non	so	cosa	scrive	</S>
a46	0.188331745	0.11273762125	0.013627215015	0.6358378	0.0494656315
a8	0.166868063333	0.04204037585	0.004697621945	0.7605422	0.0258517005
a31	0.062745945111	0.0150240661833	0.00163743084167	0.90665202	0.0139404545
a13	0.027526493537	0.00636228192777	0.000663610310557	0.95005355	0.0153940275
a31	0.0230538183457	0.00431507980926	0.000460830006852	0.948535073333	0.0236352118333
a28	0.0245131687819	0.00843801086975	0.000997295038951	0.903767524444	0.0622840259444
a31	0.0253539972606	0.0151367956233	0.00171124071298	0.857592141481	0.100205863981
a37	0.0221990769869	0.0140664296078	0.00149865610433	0.85697194716	0.105263929994
a31	0.114510397562	0.0283835976026	0.00314530650144	0.766661282387	0.0872994416647
a11	0.152330177854	0.0322846918675	0.00421322323381	0.750834294129	0.0603376122216
a31	0.302616707951	0.0448974632892	0.00677102841127	0.601973878043	0.0437409437405
a20	0.349098848984	0.0492419947631	0.00815562420376	0.553534339348	0.0399692409135
a31	0.341290845995	0.0422256852544	0.00985697946792	0.565742386449	0.0408841383045
</S>	0.500239422998	0.0571661126272	0.013705617234	0.394196353224	0.0346925311523
