 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	0.13678454	0.17645567	0.0353682945	0.00311183755	0.0087783435	0.586476215	0.053025102
a31	0.111390583333	0.120522239	0.0305904263	0.00320722741667	0.0122031758333	0.672716388333	0.049369952
a21	0.0426388397777	0.053465574	0.0139142598	0.00260247850556	0.0126343052778	0.816645822778	0.058098686
a37	0.0184590178259	0.0296455156667	0.0066604685	0.00097884062352	0.00739151275927	0.883092270926	0.053772363
a8	0.014095800842	0.0369172575556	0.0044389897	0.000754288129507	0.00423675611976	0.891619243642	0.04793769
a31	0.014799247614	0.0437494008519	0.00428208486667	0.0010952102765	0.00821600757325	0.859035847881	0.0688222383333
a13	0.0120897728713	0.035742863284	0.00345906788889	0.0009038415655	0.00900182055775	0.872510732627	0.0662918984444
a20	0.0276384589571	0.0531076057613	0.00400807036296	0.000862421495167	0.00426777888592	0.873489794209	0.0366258101481
a3	0.0615140789857	0.0938925019204	0.00683797802099	0.00127872039839	0.00312194696197	0.806428464736	0.0269262500494
a31	0.0599768849952	0.10633714064	0.00963888634033	0.0014611924328	0.00527076598732	0.779281654912	0.0380334133498
a29	0.0292817826651	0.0687889655467	0.00910471544678	0.00178900864427	0.00784718116244	0.838226898304	0.0449614144499
a31	0.0196431102217	0.0420167095156	0.00757375704893	0.00154816166476	0.00667292915415	0.887873346101	0.0346719718166
a3	0.0152478650739	0.0304560131719	0.00621425264964	0.00252961513825	0.00775061731805	0.901817682034	0.0359839152722
a31	0.0223410930246	0.0243567693906	0.00483379128321	0.00288230622942	0.00805893597268	0.902097660678	0.0354293994241
a24	0.0253284566749	0.0221117831302	0.00433589192774	0.00235836115981	0.0114430015242	0.885914553559	0.048507927808
a31	0.037761161225	0.0262354237101	0.00468274757591	0.00238288495327	0.0130764030081	0.86001788452	0.0558435072693
a39	0.0413700197417	0.0273915996367	0.00429732115864	0.00162128921776	0.011374399836	0.850564478173	0.0633809024231
a31	0.0334103459139	0.0238762899456	0.00394285715288	0.00147310310592	0.010110279212	0.864246242724	0.0629408774744
a33	0.031507494538	0.0226732234485	0.00367333601763	0.00123654086864	0.00565693653733	0.897425704241	0.0378267714915
a31	0.024562611746	0.0177413112828	0.00323027587254	0.00108678275621	0.00380559897911	0.923390624747	0.0261828231638
a23	0.0215858608487	0.0157750330943	0.00310681179085	0.0010659497854	0.00375166092637	0.930282841582	0.0244318680546
</S>	0.0124331393244	0.0104987180471	0.00248651894543	0.0009435855427	0.00473206846318	0.939140520791	0.0297654540273
