 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.0765120585	0.0498371285	0.02531308	0.044848757	0.281064265	0.302849815	0.19903063	0.0205442815
a31	0.0793867898333	0.0477610651667	0.0260867833333	0.0455117336667	0.245604465	0.393148725	0.140987063333	0.0215133736667
a37	0.100860976944	0.0312850507222	0.0161337114444	0.0371372672222	0.231417208333	0.388317118333	0.177799921111	0.0170487620556
a20	0.145860262315	0.0330338789074	0.0120524438148	0.0299398650741	0.230359772778	0.312030159444	0.22047277037	0.0162508453519
a31	0.0978696344383	0.0249878153025	0.0100505452716	0.0302363270247	0.266024960926	0.349455146481	0.20702270679	0.0143528301173
a7	0.105616701813	0.0233819554342	0.0094016637572	0.0308334510082	0.264975930309	0.31697575216	0.235184405597	0.0136301383724
a10	0.110684985604	0.0255183801447	0.00864979608573	0.0299063903361	0.283358950103	0.303617717387	0.224335248532	0.0139285527908
a41	0.051037447868	0.0203357803816	0.00909099819524	0.0349998677787	0.327797183368	0.378264795796	0.164396769511	0.0140771519303
a37	0.0296912292893	0.0198988254605	0.00999047006508	0.0377125402596	0.330150091123	0.435586358599	0.123588739837	0.0133817353101
a14	0.0217351387631	0.0190855448202	0.00909294285503	0.0332015067532	0.320792770374	0.4918447362	0.0935077086123	0.01073963977
a31	0.0173018345877	0.0194533192734	0.00852768378501	0.0324820489177	0.337413333458	0.436654888733	0.138012241537	0.0101546207567
a20	0.0198458058626	0.0171305420911	0.00656117902834	0.0259952576392	0.310282224486	0.471601692911	0.140666771179	0.0079164985189
a31	0.0194813539542	0.0142890915304	0.00441032660945	0.0192844278797	0.309410504829	0.494678407637	0.133130947726	0.0053149306063
a37	0.0148049799847	0.0110787197435	0.00333719535648	0.0159738801266	0.31516157161	0.505488805879	0.129886380575	0.00426846185543
a7	0.0124075464282	0.00521404728117	0.00124587027216	0.0062293766422	0.25695180387	0.65532396196	0.0609348041917	0.00169260229848
a10	0.0089222569094	0.00284769839372	0.00049465295072	0.0027177338274	0.271719117957	0.66251706732	0.0499680607306	0.00081343660616
a7	0.00949935230313	0.00192328976457	0.000210992087907	0.0012716548458	0.293069865986	0.63684492244	0.0566789015769	0.000501023022053
a39	0.010336658101	0.00117382323486	9.7756144969e-05	0.000608236205267	0.284467881995	0.649366840813	0.053611070859	0.000337725007351
a10	0.0122074250337	0.00108189239162	7.70236996563e-05	0.000454090068422	0.304568657332	0.621578513604	0.0597284392863	0.000303963629117
a32	0.0157595136779	0.00140713356387	9.66936698854e-05	0.000487796622807	0.342982142444	0.563409887868	0.0755436064288	0.000313236143039
a19	0.016213562226	0.00173948298796	0.000106465706628	0.000486253917602	0.361755000815	0.544172845956	0.0752309804763	0.00029537865768
a31	0.0124487035087	0.00265717286265	0.000153387848876	0.000687037915867	0.375485520272	0.539046648652	0.0691428751588	0.000378618895893
</S>	0.0100633214043	0.00346198523132	0.000203239854438	0.000902143507934	0.388676060136	0.525606874326	0.0706114475794	0.000474919497946
