 	se	nella	nella	pasta	voleva	sale	l'	avevo	messo	</S>
a31	0.033916265	0.0359074975	0.07639639	0.17441185	0.437162715	0.01473979375	0.073971187	0.077842727	0.0655916185	0.0100599796
a39	0.036403261	0.0439822391667	0.0781571446667	0.158516865	0.408319391667	0.0151113008167	0.069178265	0.100486017333	0.0765472628333	0.0132982725333
a31	0.0310864653333	0.0426174243889	0.0793826195556	0.176193166667	0.435711683889	0.0119810651722	0.051119555	0.092460570111	0.0690133256111	0.0104341148444
a14	0.0233974234444	0.033814278463	0.0712687105185	0.169664260222	0.48348024463	0.00979270922407	0.0383802676667	0.092597936037	0.070255726537	0.00734842744813
a41	0.0218908141481	0.0168254901543	0.0308737175062	0.119103529741	0.59302334821	0.00367829697469	0.0255726788889	0.104845682012	0.078340472179	0.00584595244938
a33	0.0249125050494	0.0180994623848	0.0358933258354	0.146825818247	0.585994332737	0.00266165605823	0.0275251706296	0.0853142546707	0.0673810207263	0.00539241328313
a20	0.0551224883498	0.0277175474616	0.0479855692785	0.160934736082	0.565265520912	0.00254445795274	0.0280962235432	0.0616573242236	0.0464856452421	0.00419044519438
a31	0.0596353834499	0.0234230268205	0.0390476877595	0.167165752027	0.601893550304	0.00223569058425	0.0310383098477	0.0430720627412	0.0301072877474	0.00238122703146
a10	0.0452658338166	0.0150010022735	0.0290379082532	0.154708306009	0.661610450101	0.00203511732808	0.0294516119492	0.0354940412471	0.0256564879158	0.00173919614382
a31	0.0401520936055	0.0113996904245	0.0234062067511	0.13606660067	0.7001026667	0.00185143337603	0.0269096619831	0.0335042020824	0.0251327019719	0.00147469228127
a46	0.0242212648685	0.0069571811415	0.0181394942504	0.123019705557	0.735644192233	0.00174098177201	0.025689770661	0.0342308303608	0.0287093279906	0.00164725506042
a31	0.0179547822895	0.00497094661383	0.0151026357501	0.114764873852	0.751775517411	0.00155129403734	0.025382236887	0.0357367277869	0.0310918123302	0.00166920868681
a39	0.0122796215965	0.00334886903794	0.0120509405834	0.106769640284	0.766574639137	0.00137417161245	0.0247638574623	0.037204585929	0.0338130057767	0.00182069022894
a28	0.0082312228655	0.00205040904598	0.0081906615278	0.062339303428	0.832922946379	0.00077103481415	0.0144791526541	0.0373036999763	0.0319239542589	0.00178759077631
a21	0.00807129112183	0.00207737898199	0.00870453450927	0.0495308208093	0.86586421546	0.00059235996805	0.010296299218	0.0302891996588	0.023297544753	0.00127629015877
a24	0.0135211250406	0.00458037886066	0.0152483581698	0.0568607022698	0.847473638487	0.00105056414268	0.0104444610727	0.0278728302196	0.021734050251	0.00121386148626
a46	0.0262943103469	0.00853419195355	0.0227554453899	0.0691060474233	0.818583179496	0.00144419891423	0.0103622052576	0.0233578757399	0.0185136999503	0.00104884821875
a20	0.047005473449	0.0113310243179	0.0248624967966	0.0702656958078	0.812087293165	0.00132139143808	0.00797755108587	0.0141889072466	0.0103544405168	0.000605705109583
a31	0.0418373061497	0.00862703730597	0.0185746494322	0.0709022006026	0.820957397722	0.00123309827936	0.010152895462	0.0143224534155	0.0127647155056	0.000628208716528
a14	0.0240350823832	0.00499240896866	0.0130509406441	0.0627859342009	0.853039079241	0.00107564931645	0.0107687634873	0.0153392768052	0.0141736635019	0.000739186122176
a17	0.0233029587944	0.00567236148955	0.0167810148814	0.058400945067	0.86589499308	0.00103776702882	0.00788347849577	0.0114452434017	0.00898997283397	0.000591242070725
a31	0.0165622303315	0.00444919968318	0.0147983954271	0.061895507689	0.868432867693	0.00100956777627	0.00934285083192	0.0120474246006	0.0109934619447	0.000468427720242
a11	0.00983595184383	0.00265008868106	0.0105827269424	0.0511453412297	0.885335959231	0.00091169069209	0.00964436861064	0.0148533805335	0.0142032821482	0.000837148190081
a18	0.0115657682813	0.00373126732702	0.0152761903141	0.0502439914099	0.88418400641	0.0012840069307	0.00756167687021	0.0129435926778	0.0119510875494	0.00125839389669
a6	0.0132035335938	0.00450295410901	0.018659667438	0.0580102138033	0.878085902137	0.00155572691023	0.0070157094234	0.00939031205927	0.00854438351647	0.00103157137556
a8	0.0125520163646	0.003915019703	0.0171764358127	0.0581536546011	0.886869700712	0.00149066267008	0.00684487827447	0.00674512078642	0.00562286427216	0.000629652955187
a31	0.0091566292882	0.00255295813433	0.0117322114709	0.0525890035337	0.898125000237	0.00119711172336	0.00892647575816	0.00847687836214	0.00681995252405	0.000423818815062
