 	il	vino	buono	deve	essere	invecchiato	</S>
a24	0.28428418	0.00020450294	0.288349037	0.0611726875	0.002064392	0.3232289	0.0406963465
a46	0.280934739	0.00011856855	0.158649757	0.0871567425	0.00107056881667	0.423549243333	0.0485204111667
a31	0.122091811	5.63559436667e-05	0.095719678	0.0687841671667	0.00070229568889	0.671598557778	0.0410471613889
a17	0.0538172493333	2.94098102222e-05	0.0673866083333	0.0478026740556	0.00055008602963	0.791508752593	0.038905261463
a37	0.0405674047778	4.03914120741e-05	0.144586109444	0.0779584833519	0.00147501597654	0.689382894198	0.0459897331543
a31	0.0428956499259	9.63184540247e-05	0.226195779815	0.0784539941173	0.00203111535885	0.607156208066	0.0431709117181
a39	0.038598356642	0.000113705801342	0.306985813272	0.0930309810391	0.00229662135295	0.516619922689	0.042354572906
a31	0.0340147688807	0.000165452350447	0.426099291091	0.105463410346	0.00245864708432	0.388496677563	0.043301757302
a37	0.0198999382936	0.000183849646816	0.43595678703	0.080021526782	0.00213698466144	0.413812309188	0.0479885957673
a31	0.0515474147645	0.00137888022561	0.47137700901	0.0646267539273	0.00168208502048	0.368729976396	0.0406578539224
a46	0.0630285629215	0.00188763579854	0.434783126337	0.0501538796424	0.00135122204016	0.408776065465	0.0400194933075
a31	0.141236428974	0.00393573308951	0.361903742112	0.0419316255475	0.00146604591339	0.410597315155	0.0389290934358
a46	0.170954894325	0.0049322716965	0.332219050704	0.0365539008492	0.00243104267113	0.417662165052	0.0352466454786
</S>	0.0950198741625	0.00314133934825	0.266172880352	0.0413856304246	0.00355221898557	0.545411032526	0.0453170027393
