 	il	lenzuolo	vuole	lavato	</S>
a31	0.106832432	0.09336388265	0.00213455139	0.667958	0.129711095
a7	0.0455466685	0.0331851901833	0.00076785126	0.780780666667	0.139719598333
a31	0.023457379	0.0138709124278	0.000332469473333	0.839723855556	0.122615369444
a0	0.0135986725333	0.00753794540927	0.000198966761111	0.877387085185	0.101277347815
a17	0.00628596047777	0.00551403506976	0.000215322387037	0.878165981728	0.109818720605
a13	0.00759059925926	0.0139005801899	0.000574850309012	0.852507497243	0.125426456868
a31	0.00927986475309	0.0164228273966	0.000734945556337	0.847436649081	0.126125663956
a17	0.0059706205177	0.0080517610322	0.000432297782112	0.873170649694	0.112374629652
a8	0.00387781987257	0.00624992724407	0.000329202620704	0.891626136565	0.097916919884
a31	0.0169318687242	0.00906526774802	0.00132566522357	0.870981478855	0.101695739961
a24	0.0204613920414	0.00799609414934	0.00175920144119	0.854943472952	0.114839869987
a46	0.0082265958138	0.00754281861645	0.0012160202804	0.883739747651	0.0992748449957
a24	0.0042826055046	0.0129681825388	0.0015899757268	0.884610885884	0.0965483466652
a37	0.0041309719682	0.0291749691796	0.00277951104227	0.851656951961	0.112257565555
a31	0.00931004822273	0.0401841067265	0.00408015048076	0.820361560654	0.126064085185
</S>	0.0135343281114	0.0383254903633	0.00458645344038	0.811938130327	0.131615532593
