 	qui	dentro	vuole	un	tappeto	</S>
a31	0.253244385	0.0974322	0.0002320755935	0.06964089	0.57134573	0.0081047515
a18	0.155998381667	0.048230006	8.85236443333e-05	0.048659484	0.738442996667	0.00858062583333
a10	0.102747083889	0.0233930906667	4.02306346111e-05	0.04773765	0.813633978889	0.0124479842778
a31	0.105758937963	0.0228029128889	8.7729920537e-05	0.0883434213333	0.76692953963	0.0160774564259
a14	0.106047970988	0.024999969963	0.000102184631179	0.110940253778	0.735578479877	0.022331118142
a31	0.074327701996	0.0205696706543	7.57194580597e-05	0.175753397926	0.703784309959	0.025489173714
a39	0.0414937336653	0.0142507093181	6.87662286866e-05	0.224612059309	0.69762453332	0.021950183238
a31	0.0384007608884	0.0110173165394	0.000189585155562	0.243542213103	0.691399957773	0.0154501604127
a39	0.0387992219628	0.0100338740798	0.000375512018521	0.257969604368	0.681393369258	0.0114284068042
a33	0.0338007923209	0.00722135659327	0.000816796589507	0.200062758123	0.745734573086	0.0123637179347
a31	0.086011214107	0.0186888248644	0.00156593062984	0.217978142708	0.665706941029	0.0100489454782
</S>	0.130038407054	0.0293236324322	0.00191693031492	0.259141771354	0.571337795515	0.0082414499891
