 	ho	finito	di	scrivere	</S>
a38	0.731278115	0.00038329268	0.01501487635	0.248065017	0.00525872015
a31	0.637862161667	0.000216605716667	0.00728412171667	0.349462162333	0.00517494591667
a15	0.547138843889	0.000154458892222	0.00505007493889	0.439358964111	0.00829766630556
a18	0.442182481296	0.000229982620741	0.0115355006463	0.522682974704	0.0233690464352
a31	0.534142293765	0.00089705126358	0.0242679582154	0.406805971568	0.0338866818117
a37	0.523057421255	0.00113665219453	0.0394633894051	0.393885993856	0.0424565179372
a31	0.381908597085	0.00160323620484	0.113703813135	0.440111564619	0.0626727559791
a0	0.252998520695	0.00168977259161	0.147280534378	0.52169273154	0.076338411993
a31	0.161400571898	0.0017305822872	0.136605938126	0.62915907718	0.071103847331
a18	0.108589935966	0.00183829439573	0.118655325042	0.714121925727	0.056794535777
a31	0.188651047322	0.00706983776524	0.080224584014	0.685198341909	0.0388561665923
a39	0.219563030774	0.00942764275508	0.0686260856713	0.66799821397	0.0343849658641
a20	0.0964722125913	0.00489501215169	0.0561710442238	0.79710253799	0.045359132288
a31	0.220007824864	0.0120071504506	0.0667159594079	0.662642325997	0.0386266997627
a8	0.281944004955	0.0147667716502	0.064402472136	0.605923888666	0.0329628309209
a20	0.179538414985	0.0079118664834	0.0517551230453	0.721005596222	0.039788980307
a31	0.233863654995	0.0156383409278	0.0643495110151	0.649744965407	0.036403534769
</S>	0.306151927497	0.0248767474639	0.0767313205075	0.561000582704	0.0312394443845
