 	non	deve	magniare	la	sera	</S>
a20	0.127157127	0.177027495	0.00470499885	0.1506593325	0.47766193	0.06278911
a31	0.124443941333	0.140791094	0.00191197955	0.1407585275	0.550572696667	0.0415217386667
a18	0.0511968556443	0.072207068	0.000955875483333	0.165193909167	0.666269448889	0.0441767915556
a37	0.0202431384148	0.0562178003333	0.000702128994444	0.275772293056	0.574008832963	0.0730557971852
a18	0.0132862948049	0.0656756901111	0.00105581923148	0.344464197685	0.473090244321	0.102427765728
a31	0.0104663196016	0.0553690773704	0.00107395464383	0.310053812562	0.518339948107	0.104696885243
a13	0.0062109174672	0.0306603177901	0.000770408127943	0.242940490854	0.633288132702	0.0861297217477
a31	0.0188841314224	0.0248589055967	0.00226079918931	0.230845160285	0.661140494234	0.0620104929159
a17	0.0253661994741	0.0203357901989	0.00349917599644	0.223743633428	0.681423398078	0.045631790972
</S>	0.0179344117371	0.0166173750995	0.00330234519822	0.210689751714	0.708364499039	0.043091601986
