 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.382284225	0.11532091	0.039825111	0.104471889	0.32099179	0.037106085
a31	0.382161558333	0.106599083333	0.0233820676667	0.068998173	0.379461046667	0.0393980806667
a24	0.207473222111	0.0785825524443	0.0134447490556	0.0539087043333	0.603913482222	0.0426772935556
a37	0.184373400037	0.0456440004814	0.00960151351853	0.0486225774444	0.670138227407	0.0416203128519
a14	0.332500073346	0.0817169818271	0.0368213685062	0.0519419024815	0.468647595802	0.0283720989506
a29	0.507214791115	0.122343563942	0.0623457195021	0.0481214174938	0.243525531934	0.0164489938169
a0	0.621548217038	0.133364744647	0.0581834065007	0.0359404591646	0.139933447311	0.0110297507723
a29	0.681875679013	0.131782878216	0.0496466588336	0.0268922530549	0.10067984577	0.00912268959077
a20	0.706794579671	0.122566392739	0.0473367646112	0.0232835110183	0.0896624519233	0.0103562885303
a31	0.48951133989	0.0992941282463	0.0656531265371	0.122167290339	0.202369163974	0.0210049518434
a24	0.25671379663	0.125423143415	0.112899328846	0.176378693446	0.284645161325	0.0439398786145
a46	0.199227835543	0.185876057805	0.188625672949	0.141453621149	0.228334863775	0.0564819395382
a31	0.137801321848	0.156909815935	0.202987720983	0.217665970383	0.233268997925	0.0513661741794
a0	0.096362908616	0.159186308645	0.229058603661	0.239637866794	0.226650312642	0.0491040180598
a20	0.0711204075387	0.209335989548	0.30943038122	0.197997622265	0.164935367547	0.0471802260199
a31	0.0656735858462	0.156683135516	0.248737750407	0.263796647422	0.221791462516	0.0433173716733
a46	0.0564941589487	0.116516780839	0.236368476802	0.304861672474	0.245715237505	0.0400436375578
</S>	0.0429145699744	0.133858840419	0.308436063401	0.283351411237	0.193448493753	0.0379906112789
