 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	0.026654859	0.1546652	0.41056864	0.0305192419	0.0301328075	0.047446081	0.241204945	0.042330885	0.01647732965
a31	0.0274934395333	0.127209519	0.308155286667	0.0426013526333	0.0584934625	0.167961737	0.152147796667	0.106079618333	0.00985775655
a20	0.0106833601778	0.107281175333	0.330771422222	0.0305291625444	0.0536318201667	0.196281435667	0.135169027222	0.125956783444	0.00969580375
a29	0.0045594050926	0.118784310444	0.434379864074	0.0173704381815	0.0305339937222	0.137323331889	0.146237492407	0.101134098481	0.00967708591667
a37	0.00214295239753	0.114500978815	0.452640944691	0.0121423649605	0.0236226802407	0.139662037296	0.135576790802	0.112418042827	0.00729323763889
a8	0.00133171916584	0.121191629605	0.48401720823	0.0102464615535	0.0200481984136	0.113351814432	0.140568260267	0.104209762609	0.00503497667963
a20	0.000987924621947	0.116362096535	0.552491396077	0.00800751385117	0.0153292379045	0.0771042744773	0.149086420089	0.077489209203	0.00314194129321
a31	0.000575713923982	0.110583188845	0.607237385359	0.00442538035039	0.0091348279015	0.0483504158258	0.160909786696	0.056149846401	0.0026334505644
a29	0.000317352137994	0.092653633615	0.632825681786	0.00306919395013	0.00682093373383	0.0390245819419	0.172880142232	0.0498899741337	0.00251849238813
a37	0.000249255979331	0.0654506185383	0.693131143929	0.00206517771671	0.00419015904461	0.0217491539806	0.183997500744	0.0277934480446	0.00137351542938
a29	0.000211006916444	0.0552714505128	0.712175784643	0.00169215817224	0.00283802998154	0.0118561293269	0.199175880248	0.0159265540149	0.000852985543127
a31	0.000150403330481	0.0510059645043	0.691025394881	0.00148583915741	0.00239489429385	0.011250200109	0.223578856749	0.017653774005	0.00145465974771
a20	0.00013936637516	0.0411019741681	0.748070178294	0.00106063981914	0.00176655346462	0.00979745203633	0.180921398916	0.0156280970683	0.0015143196159
a31	0.00013035178772	0.031094729056	0.779591826098	0.000789120639713	0.00127253085487	0.00744271967878	0.166909846305	0.0117236270894	0.0010452308053
a37	8.959168524e-05	0.0271409096853	0.792948708699	0.000647604053238	0.00101180853829	0.00644784495959	0.160510029768	0.0103003765298	0.000903110491767
a46	9.572373008e-05	0.0222396688951	0.874867236233	0.000471485447746	0.000655098566097	0.00365370548653	0.092859774256	0.0047199878766	0.000437281410589
a31	6.42366176933e-05	0.0218438592984	0.838232628744	0.000384838572582	0.000516992165366	0.00282810372884	0.131210774752	0.00455138682553	0.000367114146863
a0	4.11972818978e-05	0.0203151277661	0.831491126248	0.000342584334194	0.000474795091789	0.00285230967628	0.139343902584	0.00478263217518	0.000356272302288
a31	3.22366166326e-05	0.0194191435887	0.841433922083	0.000254574278065	0.00035917932393	0.00210922505876	0.132753901861	0.00340888062506	0.000228907970763
a1	2.50367282109e-05	0.0204418298629	0.846886767361	0.000204462492688	0.00031354459131	0.00176424941959	0.127425863954	0.00275255564169	0.000185720800254
a13	2.97090274036e-05	0.020218077621	0.898658755787	0.000258800047563	0.000390720990437	0.00196001293986	0.0759011269847	0.00238415344723	0.000198701833418
a39	3.45845404679e-05	0.020954580207	0.901205205262	0.000414790055854	0.000577745326812	0.00255760141329	0.0708754479949	0.00309749728241	0.000282580294473
a18	5.2080950156e-05	0.0245983107357	0.877584151754	0.000835997818618	0.00107342872894	0.00427618580443	0.0859885079983	0.00504653042747	0.000544818068158
a8	5.3825701052e-05	0.0272569765786	0.869139533918	0.000924428592873	0.00117391767631	0.00439104790148	0.0913039599994	0.00513479347582	0.000621526552719
a28	8.0378684684e-05	0.0327896711929	0.844633811306	0.00162039198429	0.00205937682544	0.00663410443383	0.104369195333	0.00688074482527	0.000932341300906
a31	9.57091558947e-05	0.0380103953976	0.837971570435	0.00173258674476	0.00221303487848	0.00685656776794	0.105442411778	0.00675021974842	0.000927514222969
a8	8.39306896316e-05	0.0403446417992	0.832491643478	0.00122216959825	0.00188307536283	0.00543657787931	0.112223137259	0.00572165505614	0.000593189363656
a37	0.000109237223211	0.0465004795997	0.778440301159	0.00199780306608	0.00331623892094	0.0091929182931	0.14991776242	0.00967745301871	0.000847837054552
a31	0.00010012932707	0.0443597788666	0.803014800386	0.00166989406203	0.00276096563031	0.00755934065103	0.13214591414	0.00770469040624	0.000684457868184
a21	0.00012089122169	0.0477755446222	0.787948533462	0.00183375559401	0.00343530443344	0.00962911577034	0.139034104713	0.00952025720208	0.000702444672728
a31	0.000128643055897	0.0468659345407	0.780941377821	0.00188322428934	0.00364828700281	0.0103195434801	0.145374291571	0.0101275926274	0.000711131448243
a20	0.000156127327299	0.0482089611802	0.76726802594	0.00215247022111	0.00470769895927	0.01437724505	0.14922722719	0.0131426551025	0.000759617706748
</S>	0.00021909538365	0.0594188455901	0.70017606297	0.00333650961055	0.00753827147964	0.023395142525	0.183698623595	0.0210833525513	0.00113408850337
