 	Marika	tu	hai	mangiato	</S>
a8	0.283855045	0.33009219	0.37058717	0.013583729	0.00188183585
a31	0.343220268333	0.332531733333	0.307567443333	0.014750054	0.00193050131667
a24	0.236744016111	0.314231256111	0.432370507778	0.0152077206	0.00144648159556
a31	0.138986602037	0.296982113704	0.541642402593	0.0211661814667	0.00122269812185
a28	0.101802920679	0.317026357901	0.555696300864	0.0240428774889	0.00143157204062
a31	0.063532046893	0.272764622634	0.639258666955	0.022086367163	0.00235830624687
a3	0.0417548972977	0.252848924211	0.682485155652	0.0204067951543	0.00250424924896
a18	0.0357766894326	0.189499844737	0.763120535217	0.00980402115143	0.00179891794965
a31	0.0312546601442	0.195678734912	0.765199795072	0.00664092588381	0.00122588049988
a23	0.0267874970481	0.178801554971	0.781294781691	0.0115867104613	0.00152945314996
a31	0.029672136016	0.135018218324	0.818210430564	0.0152708738204	0.00182835618332
a20	0.032860639672	0.130181936108	0.771845680188	0.0592069319401	0.00590483686111
</S>	0.030099603836	0.122420678054	0.731239665094	0.10572905597	0.0105110099306
