 	il	morto	si	piange	</S>
a20	0.0010040165	0.3585924465	0.1552308485	0.442110853	0.043061864
a31	0.000696940766667	0.310893993167	0.135288975167	0.506127727667	0.046992358
a18	0.000432016685556	0.325225401056	0.139924239389	0.492618405889	0.0417999183333
a15	0.000170488691852	0.211362720352	0.0941849941297	0.634592045296	0.0596897417778
a31	0.000184573687284	0.362733653451	0.130187411377	0.453188345099	0.0537060079259
a15	0.000194174187761	0.402424397817	0.139376938459	0.402235488366	0.0557689833086
a31	0.000194677664587	0.415375715939	0.154660274153	0.372689090455	0.0570802284362
a29	0.000186841548196	0.386936275313	0.145268529051	0.378768724485	0.0888396268121
a31	0.000289847666065	0.319330208438	0.149423334017	0.400565053162	0.130391543604
a0	0.000323356801355	0.284670163146	0.144723843672	0.354919946054	0.215362692535
a31	0.000514723889785	0.221799154715	0.118355873557	0.364154255351	0.295175997512
a13	0.000584037943262	0.199198274572	0.108277752186	0.34453740845	0.347402525837
a18	0.000229596419754	0.0722517488573	0.0426962473953	0.454898502817	0.429923928612
a41	0.000138087628585	0.0347417472858	0.0252407607984	0.503311434272	0.436567982871
a31	0.000590470672862	0.0688784957619	0.0454929629328	0.428529851424	0.45650821429
a18	0.000788266824287	0.082092269254	0.0568229443109	0.387840367141	0.472456138097
a31	0.0010783967081	0.0796820070847	0.0593811447703	0.39336104238	0.466497389366
a46	0.0012957163027	0.0840226223616	0.0655352462568	0.438900880793	0.410245539789
a31	0.00166199633423	0.0940057207872	0.0737807150856	0.473565916931	0.356985673263
a0	0.00186043209808	0.100258683596	0.0788521700285	0.501041488977	0.317987254421
a31	0.00212139568603	0.106069054532	0.0838146566762	0.520074432992	0.28792047814
</S>	0.00288338704301	0.136105447266	0.0990058433381	0.454524996496	0.30748032407
