 	l'	ho	sentito	quando	veniva	</S>
a31	0.02097838925	0.047931893	0.10417207	0.279887845	0.50895305	0.0380767195
a46	0.0112641852167	0.0190761208333	0.049441815	0.238754058333	0.616496033333	0.0649677621667
a41	0.00422467860557	0.00878458344443	0.0347938233333	0.184116444778	0.596679527778	0.171400904056
a31	0.00229896730186	0.0100879051481	0.118820141111	0.221317636926	0.459896555926	0.187578785685
a24	0.00188728696729	0.0120755243827	0.14887030037	0.263669422309	0.424585198642	0.148912289562
a31	0.00165169222243	0.0135573801276	0.13795783679	0.276436717436	0.420630019547	0.149766359854
a15	0.00119357552081	0.0113043738425	0.128124103597	0.239443119145	0.336315973182	0.283618853285
a46	0.000742159786937	0.00695259691417	0.070585579199	0.139538326382	0.280748077727	0.501433267762
a31	0.00121447616231	0.00623869030472	0.0586959380663	0.115885698794	0.278717139242	0.539248055921
a0	0.00190458862077	0.00836747693491	0.0750594343554	0.122452632931	0.290509206414	0.501706641974
a41	0.00372888474026	0.021479747645	0.182785198118	0.148200567644	0.252840562138	0.390965037325
</S>	0.00531197107013	0.0314687288225	0.264742769059	0.162441518822	0.237843491069	0.298191543663
