 	non	aveva	da	stare	</S>
a37	0.14911174915	0.451935055	0.0045832074	0.36972256	0.024647385
a38	0.156494270717	0.354825825	0.0039374417	0.45759994	0.027142481
a24	0.061499264239	0.284068311667	0.00275114133333	0.621653046667	0.0300282406667
a8	0.0239239877463	0.280504460556	0.00212622267778	0.655731548889	0.0377137912222
a17	0.0126426239154	0.425996196852	0.00276384895926	0.51936372963	0.0392335894074
a31	0.0075031439718	0.466037845617	0.00266241121975	0.486390256543	0.0374063408025
a20	0.0067975679906	0.421478228539	0.00400282743992	0.512127045514	0.0555943289342
a8	0.00719337089687	0.483369742846	0.00482708914664	0.443993175171	0.0606166296447
a31	0.00794283453229	0.442726290949	0.00266740526888	0.511122291724	0.0355411798816
a20	0.00715120591076	0.283814506983	0.00156544834296	0.678636163908	0.0288326332939
a31	0.00891758103692	0.173587432328	0.00157388774765	0.789724711303	0.0261963227646
a8	0.0101157587456	0.151348774109	0.00178248931588	0.818319827101	0.0184331045882
a31	0.00765942764853	0.13525429637	0.00199930237196	0.8381758757	0.0169110845294
</S>	0.00892897232427	0.104729705685	0.00224377138598	0.86901783785	0.0150797187647
