 	quando	è	arrivato	Giovanni	Anna	stava	ancora	cucinando	</S>
a31	0.050484212	0.00667924675	0.00399395055	0.054123052	0.694574535	0.00252551845	0.04940292	0.12816905	0.010047565
a8	0.0244871136667	0.00584023568333	0.00368413785	0.063620242	0.653009055	0.00207801555	0.0849783033333	0.150145576667	0.01215733
a31	0.0145869802222	0.00447892466111	0.00248833126667	0.0496625753333	0.618946608333	0.00114894376	0.0980637964444	0.197380165556	0.0132436766667
a10	0.0105778437407	0.00291531232037	0.00180808277222	0.0344612704444	0.669019316111	0.00069368724	0.0752707941481	0.194015531852	0.0112381388889
a39	0.0080445972469	0.00136798930679	0.00385163015741	0.0327013628148	0.769494722037	0.000293678233333	0.0489206460494	0.127878630617	0.00744670586297
a31	0.0121825514156	0.0016308344356	0.0039788963858	0.0319204562716	0.768948290679	0.000276287404444	0.0400001480165	0.130666623539	0.010395926521
a20	0.0134673197052	0.00184847117853	0.0152070764619	0.0514559070905	0.746999330226	0.000387011784815	0.0351100830055	0.124067875846	0.0114569646737
a31	0.0156759218017	0.00231527562618	0.0192583670873	0.0598443773635	0.762826010075	0.000582393148272	0.0285165620018	0.101699549949	0.00928156472457
a8	0.0154953277672	0.00233429174206	0.0112024829624	0.0572006991212	0.782731783358	0.000613596176091	0.0275087650006	0.0949091956497	0.00800388377486
a31	0.0129821024224	0.00192113661402	0.00835319305413	0.0553136863737	0.810206741119	0.00052511591203	0.0240915720002	0.0806742375499	0.00593226255829
a17	0.0122180287075	0.00179605210467	0.00687815741804	0.0540074254579	0.82430684704	0.00044912677401	0.0223178506667	0.07315177685	0.00487476785276
a37	0.0073037758025	0.00116954113489	0.0145254344727	0.0827245851526	0.807325132347	0.000292922671337	0.0232550545556	0.05896129795	0.00444227398425
a23	0.0071065052675	0.00112730484496	0.0223931338242	0.100507358384	0.787678384116	0.000231456857112	0.0231056208519	0.05322782065	0.00462241112808
a31	0.0102435024225	0.00151159694832	0.0168488878414	0.076738261128	0.817923684705	0.000259192452371	0.0193977126173	0.0532402388833	0.00383691110936
a42	0.00997874964083	0.00154930803277	0.00840501738047	0.053078115376	0.849348294902	0.00027699279079	0.0202373085391	0.0541186082944	0.00300761520312
a31	0.00993838238028	0.00158340886092	0.00557651807682	0.0448222851253	0.863136731634	0.00024778717693	0.020289380513	0.0518634394315	0.00254208766771
a20	0.0166335234601	0.00201853398697	0.0161754454423	0.0525677030418	0.830278600545	0.000227740328977	0.0222354455043	0.0554559414772	0.0044070680559
a31	0.0230590994867	0.00286294866232	0.0198854679141	0.0552496490139	0.820266533515	0.000195040716326	0.0217294565014	0.0519406154924	0.0048111481853
a17	0.0350713604956	0.00403422898744	0.0166363434047	0.0424796846713	0.828012404505	0.000162139112109	0.0181374485005	0.0517000951641	0.00376625712843
a31	0.0520505328319	0.00600976399581	0.0159757046682	0.0375035828904	0.815284868168	0.000144582484036	0.0169335151668	0.0526685017214	0.00342893370948
a20	0.0698575726106	0.0066123989986	0.0208429984227	0.0328211186301	0.756010219389	0.000216905268012	0.0247125990556	0.0812027072405	0.00772345966983
a31	0.112826634204	0.0116903266662	0.0239414658076	0.0329465118767	0.69108684313	0.000254356399337	0.0274448823519	0.0905549030802	0.00925404138994
a46	0.139760441401	0.0140633678887	0.0242154279359	0.0300411182922	0.657352471043	0.000308244356446	0.0271703181173	0.0985774816934	0.00851110229665
a8	0.1449472638	0.0101808292962	0.0377143156453	0.0315591347641	0.585603423681	0.000470698865482	0.0372545273724	0.140181233898	0.0120885720989
a31	0.246775971267	0.0220719607654	0.0344493112151	0.0299978412547	0.515704147894	0.000453192821827	0.0292716671241	0.112283776966	0.00899217893297
a18	0.251559283756	0.0246691299218	0.0258988150717	0.0279463710849	0.492971322631	0.000570918107276	0.034647423708	0.130876097989	0.0108606708777
a31	0.289626377919	0.0277811006406	0.0244593486906	0.026591757695	0.44772759421	0.000626960702425	0.0362076344027	0.135443022663	0.0115362042926
a20	0.293869451306	0.0287069932135	0.0216286572302	0.026163241565	0.42873539807	0.000759398834142	0.0401735479676	0.147356087554	0.0126072530975
a31	0.319019642435	0.0295965064045	0.0217297627434	0.0254060895217	0.398423846023	0.000828410984714	0.0414364769892	0.150513641851	0.0130456543658
</S>	0.463987871217	0.0421873332023	0.0236741148717	0.0233854562609	0.320154973011	0.000615860752357	0.0256174449946	0.0926214049255	0.0077555516829
