 	ancora	non	mi	sono	vestito	</S>
a8	0.50975926	0.01101474675	0.0371335109	0.138909688	0.265216155	0.0379666135
a31	0.505553013333	0.00646527508333	0.0133640607667	0.0534084873333	0.391409395	0.0297997285
a10	0.305592231111	0.00343301002778	0.0052618536889	0.0288324361111	0.620079331667	0.0368011038333
a31	0.281745993704	0.00327041600926	0.00348296456297	0.0215303317037	0.649020477222	0.0409498012778
a18	0.242250144568	0.00351027883642	0.00346462312099	0.0470735212346	0.633408959074	0.0702924684259
a31	0.191281844856	0.00480310961214	0.00620530287366	0.116747822412	0.587052919691	0.0939089994753
a20	0.141582863285	0.00504939367071	0.00794040772455	0.190704010804	0.529433506564	0.125289823158
a31	0.093897156095	0.0066398518569	0.0103981080082	0.300336653601	0.440635208855	0.148093011053
a13	0.0765669266983	0.0072367698523	0.0105373026027	0.346566744534	0.415465776285	0.143626490351
a35	0.0561706818994	0.00507052871743	0.0068188729009	0.296516741511	0.479411725428	0.156011470117
a39	0.0520414096331	0.00543777577248	0.00761746906697	0.258320503837	0.526250025143	0.150332820039
a46	0.0414347705444	0.00629498625749	0.0109544660223	0.231783967946	0.571143811714	0.13838800668
a31	0.204687940181	0.0200914974192	0.0186969953408	0.209652379315	0.453636577238	0.09323463956
a20	0.251162929727	0.0235508088064	0.0192737987803	0.203349406438	0.420928365746	0.0817347071867
a31	0.126108259576	0.0252875949355	0.0242153255934	0.232657942146	0.498555335249	0.0931755523956
a39	0.089851728192	0.0279896779785	0.0273891928645	0.254319614049	0.514718455083	0.0857313507985
a31	0.0637020543973	0.0240942689928	0.0242333932882	0.254669828016	0.544779568361	0.0885208902662
</S>	0.0675521521987	0.0287717794964	0.0275954286441	0.255475649008	0.532979584181	0.0876254051331
