 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
a48	0.004100562	7.8973854e-05	4.42368465e-05	0.0054989314	0.002808358	0.013286797	0.0316510845	0.0106420644	0.0003163873615	0.23937459	0.6777249	0.01447311975
a31	0.00238277806667	3.81789684e-05	1.83763231667e-05	0.0026919975	0.00145012095333	0.011510991	0.0163126331667	0.00415329238	0.0001261943965	0.28436805	0.6713079	0.00563949622667
a0	0.00101633079889	1.39190262667e-05	6.5529505689e-06	0.00113255742667	0.000648836707777	0.008774717	0.00985144005557	0.00167465997333	4.58311468333e-05	0.326059413333	0.64867045	0.00210528814556
a37	0.000440245332963	5.2009373389e-06	2.3468444263e-06	0.000505829892223	0.000289985170592	0.00603405913333	0.00678079251852	0.000702337947777	1.64002455444e-05	0.258491711111	0.72589382	0.00083720893852
a25	0.000416929867654	3.65843596297e-06	1.4116294321e-06	0.000506043100741	0.000306838821531	0.00561377084444	0.00628616867284	0.000535437489259	9.83068678147e-06	0.179260013704	0.806488826667	0.00057104024284
a31	0.00112019222255	2.44818839877e-05	3.33739117107e-05	0.00792750991358	0.00192181000718	0.0124271142815	0.0183732255576	0.00339923791309	9.60729502605e-05	0.205088627901	0.746821875556	0.00276649914761
a3	0.00222826227418	8.36767659959e-05	6.15810435702e-05	0.0142689603045	0.00459408433573	0.0315081274272	0.0394278071859	0.0069326001377	0.00017548442342	0.248589532634	0.646669191852	0.00546070168254
a20	0.00308652295806	0.000108989425332	4.47621361901e-05	0.0101731957682	0.00475038024524	0.0368934324757	0.042441461062	0.0061378577459	0.00013305231114	0.241420377545	0.649413130617	0.00539683466085
a24	0.00453101898602	0.000258423195111	0.000104528186063	0.0089589355894	0.00588874221508	0.0309847608252	0.041663729354	0.00839520044863	0.000320628887047	0.192112645848	0.698322490206	0.00845889978695
a18	0.00845790546201	0.000463375365037	0.000171906472021	0.0084109140298	0.00666457907169	0.0253578639417	0.0384382644513	0.00968692881621	0.000480489815682	0.129389798616	0.761292243402	0.0111857272623
a31	0.009596292154	0.000507354411679	0.000392649910674	0.0167581665099	0.0078418670239	0.0188598593139	0.0393215738171	0.0139401779387	0.00110407077189	0.114499486205	0.761508381134	0.0156701000874
a28	0.0100329948847	0.00049535576056	0.000451565033558	0.02000912317	0.00879995500797	0.0228702847713	0.0473866382724	0.0164489536462	0.00133477911396	0.162618838735	0.692516660378	0.0170348213625
a37	0.0097979127949	0.000358959080187	0.000202019592519	0.00873074459	0.00531333106932	0.0191215342571	0.0341146904241	0.00902731054873	0.000641131844653	0.152518771245	0.750335886793	0.00983765572083
a31	0.0063219575983	0.000209144430062	0.00015939943884	0.00887966739667	0.00419918565644	0.0126473567524	0.033928104808	0.0106687828496	0.000537534798218	0.123327992082	0.789682028931	0.00943878550694
a20	0.00374276161943	0.000127122831021	0.000135031956947	0.00871569944889	0.00351418775215	0.0106951075841	0.033689842436	0.0108770771165	0.000471345586073	0.141514397361	0.777930242977	0.00858713526898
a13	0.00159528461981	5.00488293403e-05	4.8206325549e-05	0.00323434475296	0.00142970499072	0.00664269216137	0.016343089312	0.00446842615883	0.000190904122024	0.11169845112	0.850734647659	0.00356419217633
a20	0.000661903956603	2.01572794468e-05	1.8730792483e-05	0.00136249533765	0.00069879895024	0.00427680135379	0.00994600743733	0.00251902913961	9.25455896747e-05	0.07201043904	0.906569015886	0.00182412247878
a31	0.000393507055534	9.63832114893e-06	8.803924661e-06	0.000715294649217	0.000423851406747	0.0029885968846	0.00797038491244	0.00173884549654	5.20058344249e-05	0.0735908263467	0.910851391962	0.00125686889293
a44	0.000288334045178	7.59426371631e-06	7.990056987e-06	0.000407182679739	0.000285301078916	0.00235982236153	0.00691965707081	0.00112727614885	3.0474163675e-05	0.0791011021156	0.908653183987	0.00081205846431
a31	0.000452990361726	7.83331023877e-06	8.404897229e-06	0.000343452133246	0.000266660606305	0.00212737545384	0.0065650838236	0.000917981706283	2.35552758917e-05	0.0772079573719	0.911492394662	0.000586297821437
a23	0.000715275133909	1.78242910796e-05	1.78426083097e-05	0.000436118207749	0.000444296258768	0.00229737735128	0.0068714997412	0.000920696192094	2.47353942972e-05	0.0862894057906	0.901435298221	0.000529607873812
</S>	0.000732987136955	2.88268290398e-05	2.94410051548e-05	0.000556716078874	0.000668894894384	0.00321377492564	0.0081223668706	0.00117044904605	3.48360036486e-05	0.0948531628953	0.890072349111	0.000516166136906
