 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.34538566	5.29455355e-05	0.037891912	0.0056678465	0.147404675	0.25615399	0.0857864225	0.107553202	0.014103399
a29	0.301158906667	6.89532398333e-05	0.03366929	0.0052431355	0.132739269667	0.329943856667	0.0711079331667	0.107234228667	0.0188344706667
a31	0.241120748889	6.53239432778e-05	0.022562148	0.0064864575	0.151983737889	0.355794068889	0.0788934800556	0.122077242889	0.0210168078889
a20	0.249146696296	5.57536297593e-05	0.0185847303333	0.00675574856667	0.153484806963	0.33013377963	0.0870277083519	0.13331260763	0.0214981592963
a31	0.244517835432	4.08336852531e-05	0.0181032541111	0.00332698358889	0.186345563321	0.287686299877	0.109980137784	0.131590085877	0.0184089834321
a28	0.276056981811	3.94386650844e-05	0.032066273037	0.0023949986963	0.20226643244	0.235911359959	0.111113439261	0.122024061959	0.0181269764774
a3	0.42896282727	4.76234183615e-05	0.065115835679	0.0021412726321	0.120066068813	0.19322728332	0.067066273087	0.104446930653	0.0189258381591
a35	0.56873235909	5.38133151205e-05	0.0930686832263	0.00339047127737	0.086378277271	0.12741749844	0.0382159843623	0.0687945202177	0.0139483692197
a31	0.486230979697	4.76682073735e-05	0.0870352077421	0.00396140875912	0.125748506757	0.139955230147	0.0649709114541	0.0807884500726	0.0112616382399
a20	0.349813903232	4.00354891245e-05	0.137257619247	0.00342744395304	0.145115670586	0.167216326716	0.082179344818	0.0988093966909	0.01614028508
a31	0.304446194411	4.35778763748e-05	0.178005969749	0.00293360725101	0.173119075195	0.180377045572	0.0612823639393	0.0842487955636	0.01554340036
a28	0.227136458137	5.35489421249e-05	0.199171316583	0.00261332188367	0.188111848398	0.211813368524	0.0610088039798	0.0919399918545	0.0181513507867
a13	0.207859916046	7.36383540416e-05	0.246218158861	0.00282565822789	0.125550427466	0.212298532841	0.0636168626599	0.112082923951	0.0294738849289
a41	0.196412125349	9.75926213472e-05	0.227324726287	0.0041417754093	0.109048615155	0.21658320428	0.0725695575533	0.135424137984	0.0383982743096
a28	0.167949185116	0.000115477377116	0.180664968762	0.00801969393643	0.116424806385	0.223858828093	0.0871699691844	0.163567625995	0.0522294641032
a31	0.152014381705	0.000186416282372	0.193934776254	0.00753515547881	0.145380952128	0.249369269364	0.0751939040615	0.135145681998	0.0412394807677
a20	0.126872903902	0.000253063060791	0.176983548751	0.00403350279294	0.163824077376	0.262372669788	0.0809484723538	0.147758173999	0.0369536263226
a31	0.140424957967	0.00042639142693	0.145469452917	0.00281131751431	0.159782149125	0.264945756596	0.0878974574513	0.162491152666	0.0357514066409
a24	0.184311852656	0.000550651318977	0.142144157639	0.00213181952144	0.152004516375	0.264436545532	0.0782441458171	0.150807588889	0.0253687254136
a46	0.143646528885	0.000582287066326	0.0883253225463	0.00323784240715	0.166765775458	0.272534028511	0.0944939686057	0.19957761963	0.0308366251379
</S>	0.104298251443	0.000659786833163	0.0612658562732	0.00390330120357	0.186566187729	0.292057494255	0.101455549303	0.219373379815	0.030420209569
