 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.03506751115	0.0301427485	0.025755762	0.0126819337	0.58881867	0.146888345	0.146114378	0.0145306545
a0	0.0380501187167	0.0248839495	0.0170175541667	0.0077218477	0.649368746667	0.0932104116667	0.148577698	0.0211696745
a28	0.0172202264056	0.0159922081667	0.0124938355556	0.0052959434	0.666716815556	0.0855764725556	0.176106709333	0.0205977991667
a31	0.00671881840187	0.00969625505557	0.0124572171852	0.0066038843	0.691532955185	0.100494532852	0.161570949778	0.0109253691556
a24	0.00272782804729	0.00751179488519	0.0145854620617	0.00752928996667	0.676406518395	0.118727437617	0.164669709926	0.0078419244852
a46	0.00494342649576	0.0233543881617	0.0386423026872	0.0133055765222	0.595291869465	0.164211745872	0.151907825309	0.00834284049507
a31	0.00608060059859	0.0325204233872	0.0565267462291	0.0281582698407	0.521222169822	0.210477718624	0.136746517103	0.00826753816502
a24	0.0041545294662	0.0270265487957	0.0504827200764	0.0291734436136	0.496886389941	0.206272709541	0.171723522368	0.0142801223883
a31	0.00392711242207	0.0306414839319	0.0634535993588	0.0380166848712	0.45688431998	0.218081256514	0.172868324123	0.0161271947961
a20	0.00293909777402	0.0246577143106	0.0539653567863	0.0362875662904	0.542469029993	0.187416332171	0.141922084708	0.0103428122654
a29	0.00297064945801	0.0209363484369	0.0320569352621	0.0148778555968	0.687136509998	0.122107524057	0.113179458236	0.00673476405513
a20	0.00341784941934	0.0234859368123	0.0344247334207	0.0109132316989	0.737064256666	0.100431408019	0.0857906807453	0.00447194265171
a29	0.00261267200645	0.0198128082708	0.0314917781402	0.010096561133	0.790665505555	0.0792021520063	0.0628607425818	0.00325774515057
a13	0.00150688590215	0.0161080904236	0.0265500423801	0.00937506127767	0.842272835185	0.0580411166688	0.0434151085273	0.00273081818352
a17	0.000930768050717	0.0139209244745	0.0254913631267	0.0102321117592	0.860090328395	0.0484422032229	0.0375707221758	0.00332154279451
a31	0.000559714193572	0.00918767985817	0.0178371117089	0.00738989461973	0.888042492798	0.0379149570743	0.0358210813919	0.0032470353315
a44	0.000828068791191	0.0204991923194	0.063140393903	0.0286819655732	0.799027730933	0.0476428706914	0.0360161467973	0.00416362754383
a8	0.00092213258373	0.0259713553065	0.0891140179677	0.0414581775244	0.733419056978	0.0627909608971	0.0415065272658	0.00481776088128
a6	0.000492581954577	0.0136903329688	0.0553418226559	0.0264791131748	0.792222478993	0.0606807956324	0.0471029657553	0.00398988842709
</S>	0.000396443137289	0.0108352214844	0.0474518413279	0.0230259390874	0.805700409497	0.0604634098162	0.0482845378776	0.00384216821355
