 	voglio	che	Maria	viene	domani	</S>
a33	0.669387505	0.0872863925	0.000165512065	0.0180059785	0.212986347	0.0121682619
a31	0.424823785	0.106854689167	0.000120546305	0.0196900001667	0.435198109	0.0133128717667
a11	0.304527328333	0.0887717797223	8.0451079e-05	0.0160809063889	0.580622169667	0.00991738572223
a31	0.342845572778	0.0892984865741	8.89471503333e-05	0.014192203463	0.544669686556	0.00890512614074
a18	0.446112180926	0.0840728266914	0.000103700900111	0.0192916094877	0.437029985519	0.0133896922802
a31	0.575526693642	0.0534007707305	0.00018807653337	0.0354911451626	0.31816595184	0.0172273654267
a42	0.529885764547	0.0460720112435	0.000207325984457	0.0514783670542	0.346316533947	0.0260399921422
a37	0.521219521516	0.0291232017478	0.000106237289152	0.0522305010181	0.361633534649	0.0356869960474
a31	0.646113307172	0.0310765382493	0.000121040504051	0.0559137623394	0.24004547155	0.0267298926825
a20	0.480228919057	0.0275796304164	0.00014691230635	0.0772195641131	0.38111814385	0.0337068335608
a31	0.445905323019	0.0237146878055	0.000344389933783	0.0751190557044	0.420906964617	0.0340095816536
a8	0.488474817673	0.0263336992685	0.000623618037928	0.0610003235681	0.401384088206	0.0221834480179
</S>	0.368784873836	0.0215152846342	0.000687196538964	0.061100977784	0.523468894103	0.0244427435089
