 	non	ho	dove	d'	andare	</S>
a20	0.04057320222	0.047168576	0.35675364	0.4998351	0.043891604	0.011777901
a31	0.0417417824067	0.0308638206667	0.159164682	0.7138081	0.0407710896667	0.013650563
a37	0.0156494603222	0.0189942189556	0.0889430406667	0.822685413333	0.0408826712222	0.0128452076667
a31	0.0071091744274	0.0149830770519	0.125873564889	0.787524851111	0.0527719160741	0.0117374185556
a29	0.00415287389913	0.0139189306173	0.156040798296	0.750178217037	0.0602612016914	0.0154479715185
a41	0.00222433898971	0.0150557418058	0.140821516099	0.785324472346	0.0396341385638	0.0169397635062
a31	0.00186750669657	0.0177965039353	0.362748745366	0.571793210782	0.0323558771879	0.0134381101687
a18	0.00121403839219	0.0123474913118	0.441659525122	0.486976906927	0.040552671396	0.0172493170562
a31	0.0024602886574	0.00991351243727	0.445180018374	0.492213978976	0.0339821027987	0.0162500915521
a39	0.00313804911913	0.00683985297909	0.418627272791	0.527121319659	0.0321822825996	0.0120912017174
a31	0.015762743273	0.00944461782636	0.36629896093	0.56432923322	0.0331452801999	0.0110191329058
a8	0.0220299027577	0.0112148501088	0.369055196977	0.553916704407	0.0334759007333	0.0103074203019
a31	0.0254159479192	0.0125135018696	0.376511885659	0.539243134802	0.0356618319111	0.010653665634
a8	0.0283646283064	0.0148833882899	0.400089391886	0.504875578267	0.0382936319704	0.013493374078
</S>	0.0206194561532	0.012556924145	0.322948690943	0.574288639134	0.0499077634852	0.019678517039
