 	non	mi	aspetti	non	vengo	</S>
a33	0.125019318	0.00349231675	0.1374372425	0.0126413215	0.58271113	0.13869872
a31	0.125520182333	0.00305587673667	0.0715261198333	0.00810633106667	0.65481585	0.13697569
a37	0.044100924111	0.00119952483222	0.0385933366111	0.00453633748889	0.805970893333	0.10559901
a35	0.0160818011037	0.00060780341074	0.0485347248704	0.00373865872963	0.836187041111	0.0948499866667
a31	0.00692540023457	0.00047188344358	0.0808054849568	0.00650374957654	0.83004343037	0.0752500478889
a7	0.00421198607819	0.000596717074527	0.127150741652	0.00983182452551	0.77775253679	0.0804561696296
a18	0.00389412889273	0.00125416004484	0.169153527217	0.0130744611752	0.721402122263	0.0912215912099
a24	0.00330463336424	0.00130378833495	0.174412955739	0.0136303913917	0.717384107421	0.0899641057366
a31	0.00931269618808	0.00141324936498	0.231129951913	0.00858749493057	0.680960502474	0.0685960745789
a20	0.0109711625827	0.00145164647166	0.236080010638	0.00846849011019	0.687386410825	0.0556422755263
a8	0.00512692791423	0.00120408660722	0.173994330213	0.0108110217034	0.752863713608	0.0559999195088
a31	0.0191331218381	0.00328193593574	0.241222423404	0.00914984090113	0.688136637869	0.0390760475029
</S>	0.033814975919	0.00511283561787	0.309660511702	0.00825497245056	0.611246368935	0.0319103537515
