 	il	ladro	è	entrato	da	qui	</S>
a31	0.0030729687	0.315031397	0.01048734145	0.39870527	0.01080705965	0.256720697	0.00517523965
a17	0.00199532003333	0.152432377	0.00505181041667	0.455560956667	0.00731837798333	0.368904512333	0.00873663538333
a37	0.00110020307778	0.135747869	0.00230626179222	0.494662952222	0.00845692566111	0.343514630778	0.0142111691278
a35	0.000832656725927	0.177340979667	0.00204679148407	0.500420694074	0.0139318752204	0.285079153593	0.0203478547093
a18	0.00150108377531	0.222751886556	0.00303622036136	0.463976141358	0.0189907294068	0.264798754531	0.0249451729031
a31	0.0020862438251	0.323760345519	0.00687546845379	0.431414720453	0.0210280228023	0.19550122151	0.0193340098344
a24	0.0016771372417	0.344843378506	0.0085372905846	0.429805880151	0.0257275286008	0.166963400503	0.0224454274781
a31	0.00146750138057	0.347221172835	0.0124189742949	0.420236026717	0.0343276995336	0.158962422168	0.025366232826
a16	0.00117182785019	0.316003430945	0.014020328565	0.344920665572	0.0540431918445	0.219795279389	0.050045316942
a31	0.000937767740063	0.268356230315	0.0141813129883	0.318296888524	0.0814338606148	0.25184888513	0.064945056314
a46	0.000798843100021	0.221382456772	0.0126116985628	0.287274059508	0.0800324285383	0.331521810377	0.066378669438
a31	0.000895375286674	0.163143402257	0.00701779375427	0.289313389836	0.0743139545128	0.397451883459	0.0678642054793
a46	0.000950614882225	0.135890605752	0.00491302995142	0.287467133279	0.0611598921709	0.46219051782	0.0474282274931
a31	0.00133632051408	0.112041966917	0.00302102241714	0.275801564426	0.043324450057	0.529447412607	0.0350272574977
a35	0.00154467825136	0.104197750306	0.00243480972238	0.289442904809	0.0348279293523	0.543015364202	0.0245365534992
a31	0.00199258913045	0.101394448102	0.00224883249079	0.291820971603	0.0285982524508	0.554780018067	0.0191648971664
a8	0.00232355855682	0.102265027034	0.00229571363026	0.295698443868	0.0260309171503	0.555685716022	0.0157006497221
a31	0.00291578663227	0.104191773345	0.00266959674342	0.290737491289	0.0250396673834	0.560010005341	0.014435675574
</S>	0.00419062051614	0.145514186672	0.00369501007171	0.333300460645	0.0320917246917	0.468121702671	0.013086250287
