 	mi	si	gonfiò	il	dito	</S>
a31	0.0494621091	0.0735581405	0.4881791	0.38240026	0.0049921913	0.0014082599
a11	0.0521431240333	0.0589618575	0.479566266667	0.40407098	0.00284462223333	0.00241321443333
a31	0.0270068300111	0.0353618818333	0.543078155556	0.390466486667	0.00185601791111	0.00223067557778
a15	0.0160759221704	0.0256726656111	0.570352095185	0.381214828889	0.00219747387037	0.00448707052593
a31	0.0068684724568	0.0139851688704	0.589489375062	0.381423422963	0.00295986265679	0.00527371331864
a0	0.00324399692893	0.00870094609013	0.610483591687	0.370206040988	0.00311166525226	0.00425372858288
a46	0.00158816336964	0.00555393029671	0.627331520562	0.357740946996	0.00278159525075	0.00500381969429
a31	0.00097019298988	0.0034847098989	0.676586596854	0.313852238999	0.00205728991692	0.00304896046143
a18	0.00073093047996	0.00226779159963	0.711183378951	0.282511063	0.00150649163897	0.00180037505048
a31	0.000698829176653	0.00179402266654	0.746051572984	0.248796461	0.00127269901299	0.00138643347016
a24	0.000906645808884	0.00209567538885	0.760107247661	0.233631863667	0.00158689660433	0.00167166207672
a28	0.00148239866963	0.00306616259628	0.727777372554	0.261902824556	0.00252831796811	0.00324292565891
a13	0.00254155352321	0.00494096899876	0.690766957518	0.293231514852	0.00418779005604	0.00433120211964
a20	0.00399044800774	0.0121095386663	0.681404419173	0.291347571617	0.00687079511868	0.00427720727321
a17	0.00542127773591	0.0270559098888	0.676814673058	0.273092250539	0.0126694570396	0.00494641299107
a39	0.00628519981197	0.0445771049629	0.670468391019	0.25318947018	0.0196358490132	0.00584398846369
a20	0.00581255197066	0.0513005546543	0.68440354034	0.230968633393	0.0227743496711	0.0047403703879
a31	0.00823350179022	0.0421346125514	0.697060023447	0.229657941131	0.019036230557	0.00387765319597
a41	0.00944169803007	0.0378440691838	0.701333574482	0.23030218371	0.0174906118523	0.00358786613199
a8	0.00805338677669	0.0484756783946	0.685483458161	0.230307201237	0.0228115276174	0.00486880437733
a37	0.0081673324589	0.0557162694649	0.67400505272	0.230426777079	0.0259763552058	0.00570825799244
a8	0.00835831135297	0.058721653155	0.67033919424	0.229235409026	0.0273915277353	0.00595391653081
</S>	0.00894738217649	0.0618540265775	0.65933601212	0.234515139513	0.0284088278676	0.00693860276541
