 	l'	ho	sentito	che	veniva	</S>
a41	0.0336421515	0.0483557795	0.1188125715	0.15038124	0.4967208	0.1520874575
a31	0.0301928355	0.0230793735	0.0719107148333	0.0970437233333	0.611874066667	0.165899289167
a24	0.01336857988	0.0120573569667	0.0644058316111	0.0764606301111	0.664554355556	0.169153226389
a15	0.00580221030667	0.0084862007889	0.0710821338704	0.070607327037	0.612137395185	0.23188472213
a28	0.00487261660222	0.0201584879296	0.0887545446235	0.0721311703457	0.520061608395	0.29402156071
a0	0.00505241993407	0.0373954623099	0.104854264875	0.0723576251152	0.407153546132	0.373186666903
a31	0.00369795531136	0.0327037331033	0.151445898292	0.0958484200384	0.389400612044	0.326903365634
a11	0.00215063440379	0.0233643403678	0.199306662764	0.126329920013	0.359731580681	0.289116851878
a31	0.0033379971346	0.0188017184559	0.186253277588	0.118460060004	0.316994926894	0.356152033959
a39	0.0040699848782	0.0148110794853	0.213538232529	0.151671723335	0.296228848965	0.31968016132
a20	0.0030398845594	0.0257917661618	0.33099434751	0.238785181112	0.216645426322	0.18474341044
</S>	0.0027929406797	0.0343866415809	0.400225643755	0.277082440556	0.167397733161	0.11811459022
