 	vestita	la	figlia	l'	avevo	portata	alla	chiesa	</S>
a31	0.028250866	0.120257035	0.204203055	0.21521584	0.31257472	0.02135399425	0.00471077995	0.08709037	0.0063433624
a16	0.054842243	0.121002561667	0.181889655	0.199520426667	0.337254466667	0.0222850620833	0.00575454111667	0.070530511	0.0069205498
a31	0.0745900176667	0.136853643889	0.161141948333	0.192914455556	0.326170602222	0.0141209780278	0.00417143960556	0.0821662646667	0.00787065026667
a24	0.0607574108889	0.127955378963	0.140521049444	0.167116275185	0.333128234074	0.0103548714759	0.00574356763519	0.140023511556	0.0143996397556
a28	0.039365783963	0.0660163156543	0.124425874481	0.130527059728	0.475280911358	0.0066097067253	0.0077110210784	0.135950548852	0.0141126904852
a31	0.0256779911543	0.0496153382181	0.14281280616	0.145349447909	0.498413130453	0.0050386221751	0.00524391112613	0.120241661284	0.00760700329507
a41	0.0164200617181	0.045573967406	0.157462672053	0.16533885597	0.487898236818	0.00553445455837	0.00661554327538	0.109712850428	0.00544330099836
a31	0.012219529406	0.0410765391353	0.155654220684	0.16838361199	0.493762895606	0.00604865961946	0.00711611159179	0.111237240143	0.00450117659945
a28	0.00892461996867	0.0372553643784	0.162026280228	0.172711870663	0.491598348535	0.00639758563982	0.00873767269726	0.108097156714	0.00425109233315
a20	0.00585568868956	0.0304815871261	0.166042480076	0.176981303554	0.539262292845	0.00625692187994	0.0123190118991	0.0585884939047	0.00421219744438
a46	0.00445437142985	0.0266394193754	0.167516093359	0.184844187851	0.565883117615	0.00492985919331	0.00934681296637	0.0333580793016	0.00302804811479
a11	0.00438985147662	0.0286170824585	0.17168552112	0.197453939284	0.565161292538	0.00405112899777	0.00649531908879	0.0200398211005	0.00210605503826
a46	0.00556687795887	0.0371287584862	0.180282990373	0.215747409761	0.539700390846	0.00339089849926	0.00445043069626	0.0122531839335	0.00147907754609
a31	0.00605881711962	0.0369938898287	0.174228366791	0.204072653254	0.507238460282	0.00370231676642	0.00260666036542	0.0636487098778	0.0014501430487
a17	0.00496956937321	0.0290971399429	0.167060515597	0.185897577751	0.521172500094	0.00404704132214	0.00270690458847	0.0834293702926	0.00161937974957
a31	0.00425921405774	0.024887782981	0.165940368532	0.17615885925	0.531340533365	0.00374242344071	0.00273272282949	0.0894043270975	0.00153379398319
a20	0.00331412195258	0.0184707969937	0.165675136177	0.161914553083	0.552198077788	0.0034061021469	0.0029711895765	0.0904303013658	0.00161975582773
a31	0.00281157758419	0.0158949763312	0.170002302059	0.163892951028	0.566853025929	0.0032930638823	0.00301164765883	0.0727884594553	0.00145201577591
a13	0.00268911452806	0.0148079327771	0.16983186402	0.165643890343	0.574176428643	0.00309507202743	0.00246137778628	0.0660262611518	0.0012680925253
a18	0.00203456617602	0.0111161009257	0.168198448007	0.163165070114	0.622363829548	0.00226813364248	0.00263523116209	0.0269611020506	0.00125755524177
a13	0.00170945689201	0.0089198836419	0.166637412669	0.160538040038	0.644619076516	0.00165514804749	0.0020283594207	0.0127551172169	0.00113751572392
a31	0.00193891453067	0.0098146045473	0.169201704223	0.161290256679	0.622701225505	0.00216153844916	0.00145571264023	0.030523989939	0.00091204578464
a18	0.00201865551022	0.0094414818491	0.164901448074	0.156248462226	0.626052475168	0.00246368668305	0.00138086951341	0.0365847871463	0.00090815009488
a3	0.00163495547007	0.0066140429497	0.152305582691	0.149058404075	0.670982491723	0.00159985689435	0.0012852425378	0.0154695281488	0.00104992906496
a0	0.00142868992336	0.00524787258323	0.143626050897	0.147579041358	0.691036530574	0.00104914251145	0.0009360234326	0.0080510206496	0.00104565208832
a20	0.00129622564112	0.00443240712774	0.137652140299	0.142013627119	0.705946476858	0.00087483673715	0.000819567130867	0.00579954774987	0.00116518979611
a31	0.00174884008037	0.00585334404258	0.1458965801	0.147000905706	0.686583058953	0.00153034669905	0.000690683583622	0.00976449611662	0.00093179192537
a13	0.00197887296012	0.00619280181419	0.139920783367	0.144697785235	0.692912086318	0.00170393582302	0.000578874467874	0.0112191119055	0.000795794968457
a31	0.00211895858671	0.00601625540473	0.133593997789	0.142833015078	0.703246628773	0.00154331183101	0.000490941405958	0.0094239651685	0.000732965202819
a20	0.0020965299289	0.00566388623491	0.123719582596	0.133414879693	0.722248509591	0.00149206124367	0.000463207935319	0.0100476643895	0.00085372908094
a13	0.00157047834297	0.0035554645783	0.0940702208653	0.104322164564	0.782527923197	0.000927591281223	0.00055730654844	0.0109826077965	0.00148625826031
a20	0.00147517728099	0.00300792565943	0.0814598436218	0.0923996048547	0.803184551066	0.000772474660408	0.000659660136147	0.0149625859322	0.00207815235344
a31	0.00177682619366	0.00404245688648	0.0956378812073	0.107924828285	0.773978640355	0.000826883953469	0.000530716617049	0.0136205561441	0.00166115116315
a17	0.00203441983122	0.00466985769549	0.101323552402	0.109504427762	0.767969063452	0.000728881551156	0.00033943263735	0.012498561548	0.000931766599717
a20	0.00195699714374	0.00391566056516	0.080790596134	0.084063392254	0.800867794484	0.000718628883719	0.00054922657245	0.0253650858493	0.00177262289991
</S>	0.00195199157187	0.00372063208258	0.072810568067	0.076732343127	0.805270732242	0.000842652041859	0.000741419786225	0.0353727964247	0.00255686234995
