 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
a31	0.003463273	0.002596655625	0.002544941065	0.094427914	0.286565245	0.03562583675	0.23413002	0.28372661	0.0463289305	0.010590579
a20	0.00729792733333	0.00334401794167	0.003956398355	0.294680924667	0.253774558333	0.0346235744167	0.165204621	0.185914164667	0.0395291003333	0.0116746635667
a31	0.00725649261111	0.00268410671389	0.003245939285	0.375391491556	0.234010066111	0.0289658436389	0.147442024667	0.157380052889	0.0340604839444	0.00956347475557
a29	0.0038234092037	0.0017532932313	0.00175005696167	0.332604760519	0.25574895537	0.025128900213	0.163835514889	0.173896010963	0.0325134626481	0.00894566725186
a15	0.00238540600123	0.000838170543767	0.00123042662056	0.318696273506	0.306484938457	0.0124360476377	0.154372688296	0.175630606988	0.0207426945494	0.00718279275062
a31	0.00128384246708	0.000466532681256	0.000811613250187	0.181245074835	0.350007099486	0.0109618894459	0.201418162765	0.228598635663	0.0196564645165	0.00555071201687
a18	0.00114216822236	0.000316175973752	0.0010479022934	0.133630765278	0.378365669829	0.010009075482	0.203680294255	0.248665515221	0.0184372663388	0.00470515423896
a46	0.00186052577412	0.000305598737917	0.0018832121978	0.166328161759	0.416882059943	0.00677444316067	0.154604688085	0.230404235074	0.0156955746129	0.00526147674632
a31	0.00154513347137	0.000258780775972	0.0015301998326	0.11410708242	0.413839119981	0.00639245555356	0.178744946028	0.264106965025	0.015554401871	0.00392087044877
a37	0.00147717290379	0.000178181758657	0.00128463437753	0.135503745973	0.368019299994	0.00613184001785	0.184199278676	0.279399758342	0.0184652916237	0.00534078548292
a31	0.0014756463346	0.000150290729552	0.00124922399918	0.144143088658	0.353829446665	0.00486002520595	0.173221526225	0.297706592781	0.0176978202079	0.00566638739431
a41	0.00121112861153	0.000123551269851	0.000897199839727	0.174430846219	0.312114052222	0.00384598160198	0.174093635408	0.30593917426	0.0203237990693	0.0070206516981
a31	0.00135730850384	0.000155252023284	0.000992154013242	0.194694672073	0.293408507407	0.00305345390066	0.165433845136	0.312880694753	0.0205615553564	0.00746253989937
a3	0.00140136700128	0.000194075617761	0.000965053971081	0.182400777358	0.274804269136	0.00240406246689	0.177295485045	0.332519191584	0.0208846874521	0.00713103196646
a31	0.00269398330043	0.00036938849592	0.00142701119036	0.188273322453	0.241391326379	0.0023307077223	0.188194011682	0.346390080528	0.021773979484	0.00715619768882
a23	0.00371160586681	0.000614580011973	0.00201815583012	0.138412964151	0.22257752546	0.00275360434077	0.217615703894	0.379196193509	0.0240174701613	0.00908218959627
a29	0.0035499988556	0.000989432050658	0.00224111477671	0.13274718305	0.16853382182	0.00396569584692	0.248669744631	0.39089089117	0.0326710067204	0.0157410991988
a46	0.0033682309852	0.00159920368355	0.00251031052557	0.11002961935	0.153356140607	0.00546595578231	0.26441314821	0.406345357057	0.0346184689068	0.0182935617329
a23	0.0029094117284	0.00181289786118	0.00245247034186	0.08614084445	0.152113993536	0.00628286836077	0.274625342737	0.420910152352	0.0349891929689	0.017762827911
</S>	0.0025063422642	0.00171756598059	0.00225438177093	0.073119934225	0.152242696768	0.00633046718038	0.280428401369	0.430010476176	0.0348627664844	0.0165269694555
