 	che	non	li	aspettiamo	</S>
a20	0.4717463	0.02746097425	0.00173010555	0.471846878	0.0272157115
a8	0.191936468333	0.0102848455833	0.00066453922	0.763825892667	0.0332882551667
a7	0.0741578162443	0.00397016329443	0.00032796457	0.862738477556	0.0588056110556
a35	0.0288708385481	0.00200907629814	0.00031989984	0.863315172519	0.105485025685
a46	0.028305697516	0.00351130486605	0.000852487803333	0.822181757506	0.145148735228
a31	0.0512083825053	0.00901445662202	0.00194836526778	0.744984185835	0.192844591743
a11	0.0501967038351	0.0104342782073	0.00226418442259	0.715004808612	0.222100000581
a31	0.0418327942784	0.00976549673577	0.00312331884086	0.706323666204	0.238954710194
a0	0.0362895507595	0.0100069632453	0.00400116364695	0.709525082068	0.240177246731
a31	0.0526980862532	0.0185117190818	0.0117912186823	0.658557764023	0.258441202244
a30	0.0577868837511	0.0223447480273	0.0159797917274	0.653320948008	0.250567614081
a0	0.041099012917	0.0234849653424	0.0149288340758	0.721388382669	0.199098808027
a31	0.0807819509723	0.0413706351141	0.0221564723586	0.672380707556	0.183310249342
</S>	0.115241265486	0.0520987425571	0.0265528786793	0.633025923778	0.173081209671
