 	forse	stanno	ancora	svegli	</S>
a31	0.23762289	0.36127873	0.155225545	0.231063895	0.01480895115
a10	0.285025223333	0.333956416667	0.141401101667	0.220460238333	0.01915703605
a20	0.423386227778	0.272399005556	0.100490233889	0.190111356111	0.01361318235
a31	0.377812199259	0.272221491852	0.106172767963	0.232952962037	0.0108405541167
a18	0.369465923086	0.263408943951	0.109925899321	0.247535894012	0.00966328837223
a31	0.382283844362	0.27425697465	0.11947948644	0.216920794671	0.00705886655741
a35	0.393074051454	0.298516758217	0.11381702448	0.18927227489	0.0053198972858
a31	0.417062310485	0.325242069406	0.0934532204933	0.16036700163	0.00387541509527
a10	0.445630130162	0.319665356469	0.0825821668311	0.148595968877	0.00352642313176
a20	0.637921600054	0.221210054156	0.0442512959437	0.0927225846257	0.00389454204392
a29	0.691809656685	0.175649670052	0.0342368833146	0.0933487348752	0.00495509991464
a20	0.572977358895	0.173538596684	0.0500957854382	0.192291734958	0.0110965496382
a31	0.517037609632	0.191511308895	0.0519882474794	0.227457714986	0.0120051260794
a28	0.500552853211	0.206330146298	0.0453065714931	0.239015954995	0.00879449089313
a8	0.433960204404	0.206989202099	0.052769584831	0.296833531665	0.00944747009771
a21	0.379059588135	0.217652754033	0.0614982759437	0.331651980555	0.0101373844992
</S>	0.330901644068	0.214446737016	0.0694488929719	0.373202425278	0.0120003242496
