 	forse	non	li	ha	a	casa	</S>
a28	0.93151165	0.0666401935	8.20519305e-05	2.35349825e-05	0.00057258166	0.00104895667	0.000121047125
a10	0.900857616667	0.0952036795	0.000114436816833	3.92936958333e-05	0.00062202773	0.00284305059	0.000319908155
a31	0.896149372222	0.0986351765	0.000170503258944	5.11667152778e-05	0.000701814233333	0.00386507386333	0.000426832528333
a21	0.914343807407	0.0801347121667	0.000177417542981	4.62236250926e-05	0.000959043177778	0.00371616615444	0.000622491919444
a37	0.938701152469	0.0565573853889	0.000121541072327	3.43783676975e-05	0.00110109180593	0.00283323298481	0.000651122473148
a31	0.94548579749	0.0509780417963	0.000116715785442	2.89129928992e-05	0.00116492251531	0.0018458990616	0.000379737257716
a37	0.959097732497	0.0379924619321	9.1200795814e-05	2.50884006331e-05	0.00109962855177	0.00140883299387	0.000285149195905
a31	0.977175410832	0.0204804333107	5.28853072713e-05	1.7533186211e-05	0.00116463219726	0.000886169817957	0.000222961428635
a37	0.986255016944	0.0116303178702	3.42556934238e-05	1.4080978737e-05	0.00117137439909	0.000685718735986	0.000209230019545
a31	0.991293872315	0.0066260657234	2.14861208079e-05	1.0860984579e-05	0.0013394897997	0.000518690408662	0.000189597226515
a21	0.992577590772	0.0042689924078	1.6071029936e-05	9.43992185967e-06	0.00178765966657	0.000960742016221	0.000379564472172
a31	0.993746463591	0.0030139465026	1.37136146453e-05	8.20400461989e-06	0.00176874042219	0.00103285090541	0.000416112170724
a20	0.987557341197	0.00243981370087	2.32711398818e-05	1.599103754e-05	0.00415519854073	0.00484852353514	0.000959828470241
a31	0.985922413732	0.00210954033362	3.18656922939e-05	2.09765695133e-05	0.00470717991358	0.00607942695171	0.00112853594208
a37	0.966796564577	0.00274513084454	0.000119972856431	6.85933868378e-05	0.0121380713712	0.0162549967572	0.00187665579936
a33	0.955009854859	0.00368382358151	0.00033397312881	0.000131805348946	0.0163969426904	0.0218912112524	0.00255235666645
</S>	0.96746875743	0.00409818929076	0.000459482099405	0.000144269854473	0.0114732431952	0.0144288106262	0.00192719518323
