 	il	dito	si	gonfiò	</S>
a39	0.58667057	0.00145991151	0.047258841	0.340940355	0.0236703365
a13	0.399233293333	0.000616938116667	0.025277189	0.548855485	0.0260170865
a31	0.263715754444	0.000334698188889	0.015771713	0.695963408333	0.0242144185
a20	0.201343264815	0.00029974725963	0.0234158926667	0.732806416111	0.0421346571667
a31	0.181332658272	0.000676690306543	0.0384921862222	0.71532200537	0.0641764190556
a11	0.155957193757	0.000804522768848	0.0734605297407	0.67455750179	0.0952202216852
a31	0.0854829332523	0.000803266856283	0.142346453247	0.646591400597	0.124775940562
a39	0.0488968290841	0.000743565508761	0.156700599416	0.673813883532	0.119845135521
a31	0.0336604716947	0.00165992622625	0.129254304805	0.738298244511	0.0971270658403
a41	0.0296697115649	0.00234161524208	0.0980851466017	0.80407624817	0.0658273166134
a46	0.0229337205216	0.00350590881403	0.0704838088672	0.848756832723	0.0543197815378
a31	0.0767934875072	0.0111377736047	0.103305951289	0.759711914241	0.0490509028459
</S>	0.125789028754	0.0170674228024	0.137336140645	0.675144937121	0.044662494923
