 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
a31	0.91362652	0.000315790555	0.0041573462	0.01368899	0.0563504865	0.00173235948	0.00194510043	0.0064078655	0.0017755035
a18	0.914535093333	0.000233585105	0.0021841563	0.00622534586667	0.0545650941667	0.00086400841	0.00193563979667	0.0171032305	0.00235382496667
a24	0.801763384444	0.000219474648333	0.00169798003333	0.00478974262222	0.132314664722	0.000983335366667	0.00616948963222	0.0429652255	0.00909668632222
a31	0.771880894815	0.000296726089444	0.00143376889778	0.00437489770741	0.163528006907	0.00102915785556	0.00680747254407	0.0403380233667	0.0103110958074
a37	0.746952731605	0.000379160883148	0.00255128368593	0.00834711660247	0.124509087636	0.00181557181852	0.0206570781814	0.0737788693222	0.0210091613025
a0	0.705484143868	0.000381072021049	0.00376250202864	0.0128986308675	0.103796321545	0.00271991797284	0.0330874433938	0.106868143107	0.0310018671008
a28	0.824103981289	0.000346337613683	0.00304641234288	0.00938962585583	0.0538741208483	0.00186042867095	0.0218342507979	0.0666508890357	0.0188939913669
a18	0.91664294043	0.000316304514561	0.00213074548096	0.00487214081861	0.0221643014494	0.00092381780365	0.0112860949993	0.0329473093452	0.00871634728897
a31	0.882724860143	0.000625760248187	0.00359043752699	0.0169351719062	0.0611971803165	0.00168696010122	0.0064236162331	0.0209671967817	0.00584879809632
a37	0.832383120048	0.000724951606062	0.00523507804233	0.0232699651354	0.0785171487722	0.00243011030041	0.011428500911	0.0368757962606	0.00913531553211
a20	0.889307350016	0.000414320242021	0.00385945528078	0.0113335827451	0.0330737369241	0.00153138063347	0.012892400837	0.0388632257535	0.00872453487737
a31	0.844070560005	0.00074946939734	0.00493150669359	0.0257905807817	0.074344504308	0.00211157271116	0.00822058381233	0.0315842412512	0.00819694032579
a24	0.712722220002	0.000861231119113	0.00762620756453	0.0370504162606	0.100570570769	0.00325131477039	0.0227700552708	0.0942030414171	0.0209448921086
a31	0.638060506667	0.000942204559704	0.00904966885484	0.0451864447535	0.125417506256	0.00330920049013	0.0280930104236	0.123584073806	0.0263573390362
a20	0.483839262222	0.000970463766568	0.00817483071828	0.0481772782512	0.155145375419	0.00319858459671	0.0285577838079	0.233865311269	0.0380710600121
a31	0.446415227407	0.00158011926886	0.00843666233943	0.0474929627504	0.136188048473	0.00273173956557	0.0295699446026	0.284847678423	0.0427375803374
a18	0.433768639136	0.00199182119962	0.00820370584648	0.0474560012501	0.154630286158	0.00284193458852	0.0237238978675	0.288478200808	0.0389054804458
a41	0.362743773045	0.00147283934321	0.00490597301549	0.0315512534167	0.177956918719	0.00387453129617	0.0252959092892	0.345842463603	0.0463563078153
a35	0.457263767682	0.00179434544774	0.00356040577183	0.0265286881389	0.18088946624	0.00459593623206	0.0206988800964	0.263497547868	0.0411709869384
a24	0.582170822561	0.00169846292925	0.00278171595728	0.0220496180463	0.147386775413	0.00389670221069	0.0150457068655	0.192994785956	0.0319754543128
a28	0.59729340752	0.00159704088975	0.00307817658576	0.0246847423488	0.142664088471	0.00417234140356	0.0143377587885	0.178267701985	0.0339047521043
a31	0.665242302507	0.00392356159658	0.00598841452859	0.0259859804496	0.12516750949	0.00370294779119	0.0116199010962	0.130694534662	0.0276748052348
a11	0.643283584169	0.00495735586553	0.00656933220953	0.0247740614832	0.16886353983	0.00364851748706	0.0110443871987	0.114407492221	0.0224516742783
a31	0.649250578056	0.00601629395518	0.00666079576984	0.0218572204944	0.178463927277	0.00360997498235	0.0104634514996	0.10343508824	0.0202426279928
a20	0.646154526019	0.00802357665173	0.00752568945661	0.0180399624981	0.202696509759	0.00476917424745	0.0131732275999	0.0792932802467	0.0203240392309
</S>	0.50563951301	0.00794633082586	0.0066129840283	0.020206655249	0.299531119879	0.00744388662373	0.0202506322999	0.102470315123	0.0298985896154
