 	avete	cucinato	le	verdure	</S>
a39	0.71065851	0.14105699	0.033878401	0.0952948755	0.019111192
a31	0.788718436667	0.108388393333	0.0208180323333	0.0683216908333	0.0137534566667
a35	0.760317812222	0.105917127778	0.0176777217778	0.0921669756111	0.0239204345556
a31	0.595514470741	0.0863229492593	0.0183387362593	0.258645835204	0.0411780848519
a20	0.394431806914	0.0953356930864	0.0299580220864	0.389942711735	0.0903317849506
a31	0.263636185638	0.110450191029	0.0443155100288	0.412401703912	0.16919640165
a20	0.135823565213	0.11864192701	0.0544497026763	0.482005001304	0.209079793883
a39	0.0720270004043	0.09836610567	0.0554214378921	0.604753900435	0.169431541294
a28	0.0301872338014	0.05410011389	0.0495155302974	0.761490833478	0.104706280431
a31	0.0441235446005	0.0346886542967	0.0387622760991	0.808596391159	0.0738291321437
</S>	0.0702322348002	0.0315723086483	0.0319300520495	0.800064515579	0.0662008740719
