 	il	morto	vuole	pianto	</S>
a31	0.00558975485	0.80004855	0.00255915125	0.18902911365	0.002773383525
a28	0.00655870115	0.71925205	0.00193745465667	0.267165701217	0.005086108375
a17	0.00365763026333	0.788239816667	0.00099020050889	0.199866203739	0.00724620725833
a31	0.00187723830111	0.889470815556	0.000924656986297	0.101931693246	0.00579565721944
a20	0.00117826350037	0.941003161852	0.000854351402099	0.052155834082	0.00480838640648
a0	0.00126567310012	0.949760467284	0.00128429977403	0.0412577143607	0.00643183800216
a31	0.00120312395337	0.965086039095	0.00179425372468	0.0270102134536	0.00490639900072
a13	0.000735002404457	0.963559129698	0.00227706624156	0.0250043428179	0.00842444500024
a6	0.00108635886815	0.955146976566	0.00510500061385	0.0271726822726	0.0114889475001
a31	0.00103698230938	0.968559858855	0.00544945380462	0.0176989370909	0.00725475600003
a46	0.000586028603127	0.948195719618	0.00485551720154	0.0313430923636	0.0150196676667
a37	0.000766134247709	0.920236173206	0.0115817394005	0.0442985127879	0.0231174678889
a31	0.000702554919236	0.936536657735	0.0116939209002	0.0346582929293	0.0164085782963
a46	0.000506638543079	0.879848785912	0.0078403517334	0.0826023509764	0.0292018530988
a31	0.00050453651436	0.855288328637	0.00638957961113	0.105129601659	0.0326879402663
a46	0.000613258471453	0.793672009546	0.00345295370371	0.178833951886	0.0234278599888
a8	0.00119825852382	0.724024069849	0.00532701270124	0.247355400629	0.0220952893296
a31	0.00153102980794	0.818364106616	0.00502702472041	0.16409374021	0.0109841041099
a8	0.00204744806931	0.806320098872	0.00372619239347	0.180513496737	0.0073927467033
</S>	0.00263574118466	0.739705219436	0.00461324069674	0.244508978368	0.00853678285165
