 	non	aveva	dove	a	stare	</S>
a31	0.008659805825	0.0840436635	0.23913879	0.09138496	0.54807247	0.028700296
a8	0.00932283980833	0.0866665351667	0.251491743333	0.076854778	0.544062316667	0.0316017593333
a31	0.00439649370278	0.0479048587222	0.220728704444	0.106816604	0.589050022222	0.0311032857778
a28	0.00219454655759	0.0284373059074	0.198887971481	0.112934198	0.631891824074	0.0256541602593
a37	0.00112444277586	0.0223471133025	0.20305614716	0.0665474026667	0.686361908025	0.0205629910864
a31	0.00066860660662	0.0199963297675	0.229604792387	0.0948628808889	0.637813202675	0.0170541536955
a18	0.00036592769354	0.0162788945892	0.229101367462	0.099863546963	0.637300834225	0.0170893888985
a0	0.00041325935118	0.0225554121964	0.210240409154	0.063233364321	0.685569891408	0.0179876589662
a23	0.000533514060393	0.0315807573988	0.195206279718	0.0800377217737	0.673544377136	0.0190973783221
a8	0.000481099696798	0.0321381087996	0.183194996573	0.107918845591	0.659108225712	0.0171587771074
a31	0.000453158862266	0.0201465056999	0.154052308858	0.0811411825303	0.733694718571	0.0105121617358
a20	0.000481422807422	0.0181557086666	0.152223269619	0.111500088177	0.703738649524	0.0139008766119
a31	0.00124476686914	0.0182184775555	0.154180469873	0.130504980059	0.679427616508	0.0164236964373
a20	0.00166751325638	0.0140961848518	0.163336333291	0.16093730402	0.643706765503	0.0162558780458
a24	0.00109922800546	0.0174040596173	0.19913481443	0.241263788007	0.520966158501	0.0201319450153
a8	0.00075268711182	0.0182790282058	0.20449467481	0.234557172669	0.521689296167	0.0202271450051
a31	0.000960953360607	0.0136768755353	0.175660266937	0.175264142556	0.615885198722	0.0185525496684
</S>	0.0013340581803	0.00953515446765	0.148025091468	0.128390993778	0.696578449361	0.0161362418342
