 	è	facile	che	stanno	ancora	svegli	</S>
a31	0.0645905715	0.000666437	0.0598652995	0.260515587	0.113466345	0.4891632	0.0117325485
a39	0.0626053358333	0.000353502721667	0.0236962774	0.161042880333	0.129679941667	0.610269933333	0.0123520898333
a31	0.0570201922778	0.000322007462222	0.0107390331333	0.132168436778	0.115530143889	0.672901911111	0.0113182597111
a0	0.0480857234259	0.000304049359407	0.00729850324443	0.128358775593	0.105644587963	0.691760837037	0.018547516337
a31	0.033073527142	0.000361896858469	0.0157073805148	0.227223681864	0.105848812654	0.594893045679	0.0228916171123
a13	0.025593963814	0.000376515016156	0.0199543675049	0.292026703955	0.119858777551	0.515828761893	0.0263608523708
a31	0.0152810417047	0.000287730108719	0.0184027191683	0.353320161318	0.128979132517	0.457117777298	0.0266113922903
a37	0.0108089387682	0.00026827267624	0.0166862100561	0.452511253773	0.151933114172	0.347152109099	0.0206400875968
a31	0.00658889512273	0.00028355291208	0.0132776856854	0.540360834591	0.164310331391	0.257848623033	0.0173300735323
a11	0.00560807094091	0.000324161054027	0.0137822975618	0.630368294864	0.161589890464	0.176189487678	0.0121377941774
a39	0.0052262078803	0.000280344201342	0.0128873911873	0.666294648288	0.174205056821	0.129628335893	0.0114779863925
a0	0.00594727262677	0.000347101387114	0.0146665347291	0.698281366096	0.156915525607	0.113777298631	0.0100648544642
a41	0.00682697487559	0.000491584185705	0.018324321243	0.686594038699	0.146665775202	0.12976868621	0.0113285954881
a0	0.00843687629186	0.000826832151902	0.026501114081	0.637930079566	0.146029185067	0.165476635403	0.014799284496
a20	0.010394260764	0.0016071953173	0.0547803166937	0.558142393189	0.153476818356	0.200139878468	0.0214591441653
a31	0.012998507588	0.00241728030577	0.0700749142312	0.622996364396	0.119258562785	0.154233245823	0.0180211358551
a30	0.0132356975293	0.00275035226859	0.0503896464104	0.646415134799	0.111857637595	0.161687868274	0.013663667085
a41	0.0129981111764	0.0040507948562	0.0490286918035	0.525148248266	0.150186889198	0.238945916091	0.0196413233617
a31	0.0191936523921	0.00867220695207	0.0532677356012	0.494165829422	0.157599249733	0.24595201203	0.0211493057872
</S>	0.024119049196	0.012063765476	0.0461491903006	0.491941149711	0.159588089866	0.245674426015	0.0204643383936
