 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
a31	3.3475079e-06	0.052987634	0.154401779	0.0609606715	0.025930954	0.0188658395	0.059129256	0.0203314845	0.0767850505	0.11531742	0.019473515	0.044652057	0.11868172	0.182467115	0.050012175
a46	3.42301476667e-06	0.0783425293333	0.244825966333	0.0950315505	0.02540175	0.0216494735	0.058465156	0.0286382701667	0.0678722521667	0.0890088256667	0.023739407	0.036921643	0.0814224013333	0.115816091667	0.0328612433333
a31	2.33951002222e-06	0.0880847864444	0.299696805444	0.1136828635	0.0242462896667	0.0218291435	0.0559951446667	0.0293445027222	0.0585528547222	0.0747795162222	0.0221784403333	0.0292755713333	0.0643120684444	0.0945525105557	0.0234671427778
a46	1.78333904074e-06	0.0837780421481	0.316155318481	0.132263801167	0.0211500035556	0.0190082881667	0.0528154252222	0.0258233142407	0.0544493795741	0.0676251894074	0.0179042437778	0.0252151177778	0.0621817274815	0.101557185519	0.0200711455926
a8	1.01283414691e-06	0.0668704473827	0.286648722827	0.186558800389	0.0207148471852	0.0183454210556	0.0554678327407	0.0252179480802	0.0502074545247	0.0557886084691	0.0106691441926	0.0185981035926	0.0648786338272	0.12319438384	0.0168386148642
a31	8.95877915637e-07	0.0619026357942	0.250300147609	0.198177626796	0.0204328433951	0.0162556683519	0.0478755009136	0.0195955476934	0.0454930055082	0.0522067751564	0.0111218626642	0.0172957611975	0.0752948846091	0.16726621128	0.0167806309547
a28	7.95771461879e-07	0.0509554172647	0.21833558587	0.187342188932	0.016687434465	0.012432911784	0.0472105269712	0.0153094068978	0.0524825018361	0.0542444517188	0.00974597788807	0.0149458633992	0.096837628203	0.208050770427	0.0154185469849
a8	4.7873230396e-07	0.0294567780882	0.175356618623	0.192963606311	0.0161991828217	0.0106931702613	0.0622200289904	0.0144329546326	0.0759984619454	0.0616261682396	0.00445517096269	0.0120061894664	0.124193206068	0.206548680142	0.0138493323283
a31	5.2631377132e-07	0.0248713763627	0.128955642874	0.160993985437	0.0214110332739	0.0118865444204	0.0623919983301	0.0123440285442	0.0758804326485	0.0668371827465	0.00538039065423	0.0157606711555	0.146504012023	0.247062423381	0.0197197744428
a11	5.27457207107e-07	0.0220155441209	0.111272754291	0.139822688479	0.0197230934246	0.0103814902735	0.06077791811	0.0100278818481	0.0795098115495	0.0701987542488	0.00538579145141	0.0158189523852	0.162324567341	0.271694497794	0.0210457324809
