 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
a31	0.00135564975	2.36152895e-05	0.13154504	0.00032036878	0.0401359385	0.0126721426	0.080505403	0.074758881	0.0767903025	0.09711476	0.12092182	0.1073612825	0.017375514	0.054471061	0.0450132285	0.119745255	0.0198897295
a8	0.00116382471667	2.46421511667e-05	0.157047493333	0.000344938593333	0.0614240495	0.0192940335333	0.125949441	0.096387357	0.0734840575	0.080882525	0.09377293	0.0847963458333	0.0278358136667	0.0520800836667	0.0392487615	0.0684443283333	0.0178193815
a31	0.00109755803889	1.91982817222e-05	0.188207754444	0.000274494847778	0.0658689765	0.0190138851778	0.149039560333	0.109343425667	0.0696361658333	0.07134276	0.0792133833333	0.0712106019444	0.0303969902222	0.0498202078889	0.0358548081667	0.0455260941111	0.0141341078333
a41	0.000953543292963	1.34885167074e-05	0.170805201481	0.000182463329259	0.0559733265	0.0144352387259	0.166181636778	0.131123768556	0.0738551152778	0.0738174266667	0.0824189944444	0.0714536723148	0.0302527254074	0.0483261526296	0.0311903863889	0.0371913847037	0.0118254402778
a10	0.000662610360988	6.41649266913e-06	0.107066668494	9.57462230863e-05	0.0391918708333	0.0096867267753	0.161858488926	0.164338862852	0.0986198384259	0.0909985555556	0.114777024815	0.0824032457716	0.0292390921358	0.0444098075432	0.022034091463	0.0270172869012	0.00759364112593
a20	0.000503944603663	3.39322718971e-06	0.0630461491647	6.31093310288e-05	0.0258982796111	0.0072066030251	0.117120137309	0.157597685617	0.133994602809	0.119731485185	0.177896281605	0.102857891924	0.0208536370453	0.0334351548477	0.0137399054877	0.0216610239671	0.00439070950864
a31	0.000771826634554	5.95259589657e-06	0.127799234722	0.000133135280343	0.0201019478704	0.0067279126417	0.0798014757697	0.128881408206	0.137335230936	0.120016690062	0.180912970535	0.0956421049747	0.0154215486818	0.0351551729492	0.0176479248292	0.0295427563224	0.00410271513621
a37	0.000777691684851	6.84929436552e-06	0.146988068574	0.000160474380114	0.0160478712901	0.0059957430139	0.0607045809232	0.111770756069	0.138408186979	0.129335908354	0.184887330178	0.0983025093249	0.0128777255606	0.0352262566497	0.0191350412764	0.0351393554408	0.0042356283454
a31	0.000849267468284	7.72198935517e-06	0.137646516525	0.000214284153371	0.0122258030967	0.00501350330463	0.0460976503077	0.0943702236897	0.139788348993	0.140797396118	0.193544346726	0.105415373108	0.0119921471869	0.0381406522166	0.0221283390921	0.0471517451469	0.0046166628818
a18	0.000826499949428	7.76749275172e-06	0.132488225175	0.000224107789124	0.0101479502322	0.00432653733488	0.0358408424359	0.0814613412299	0.134145632998	0.149643745373	0.207662905575	0.114523481036	0.010267262829	0.0374697507389	0.0226627868974	0.0535853483823	0.0047158495606
a31	0.000705960243143	6.77878221724e-06	0.110110548058	0.000204396157708	0.0079950702774	0.00341276674496	0.029020815812	0.0731866717433	0.133602754333	0.159726241791	0.220373551858	0.124621383679	0.009058662043	0.037889736913	0.0231712278325	0.0622976561274	0.00461582928687
