 	non	ti	dimentichiamo	mai	</S>
a8	0.07083986185	0.55872283	0.033108591	0.323295506	0.0140332587
a31	0.08293884495	0.492084116667	0.031826843	0.373812268667	0.0193379512333
a20	0.0458941799833	0.464546352222	0.0278864516667	0.431755569556	0.0299174600778
a31	0.0369119356611	0.414398760741	0.0253945632222	0.484009813185	0.0392849413593
a13	0.031100411087	0.371235836914	0.0231423290741	0.521716041062	0.0528053904531
a31	0.019319161229	0.390229258971	0.022985911358	0.507512440354	0.0599532368177
a13	0.0148577334097	0.402751099657	0.0295382311193	0.484092893451	0.0687600756059
a1	0.00549113460323	0.212853766552	0.0449999540398	0.649509617817	0.0871455368686
a31	0.00620665866774	0.322384355517	0.0587086806799	0.535801899272	0.0768983749562
a41	0.00624412621591	0.326535271839	0.0520504982266	0.549198363091	0.0659717326521
a15	0.00259083809864	0.16459275728	0.0365733384089	0.72487566103	0.0713674275507
a13	0.00200920296621	0.218681892427	0.0385149654696	0.666393370343	0.0744005691836
a31	0.00661180822207	0.280628624142	0.0543927934899	0.595081736781	0.0632850317279
a11	0.00774186440736	0.219835048047	0.0554045811633	0.64989379226	0.0671247059093
a31	0.0160173921358	0.204439106016	0.0628748237211	0.65123514742	0.0654334996364
a46	0.0202951453786	0.207129325339	0.069422677907	0.63931379914	0.0638390475455
a31	0.0431307594595	0.258407228446	0.0793654226357	0.556795053047	0.0623015698485
a46	0.0556116968198	0.289354656149	0.0947586842119	0.486534004349	0.0737409839495
a31	0.0692872109399	0.321292835383	0.0999981980706	0.432555238116	0.0768665116498
</S>	0.10069115547	0.406367892691	0.112792579035	0.327857574058	0.0522907713249
