 	avete	cucinato	le	verdure	</S>
a29	0.71068278	0.141292261	0.03379913385	0.0951315855	0.01909422225
a38	0.82939304	0.0982570056667	0.0158981903167	0.0441046868333	0.0123471455833
a31	0.719071646667	0.111155216556	0.0220615195722	0.130307556944	0.0174041481944
a11	0.673469705556	0.105923010519	0.0241242681907	0.172774703648	0.0237083633981
a37	0.720361625185	0.0983492118397	0.0190798467302	0.124263592549	0.0379457477994
a11	0.714191775062	0.114811550613	0.0236803529101	0.104102927516	0.0432133849331
a31	0.554909485021	0.131726283538	0.03781868097	0.189691419172	0.0858541326444
a20	0.401588421674	0.145397444513	0.0600780403233	0.269491193057	0.123444932548
a31	0.322369857225	0.200189908171	0.0725572614411	0.237443217686	0.167439799183
a39	0.152039178742	0.206570316057	0.093155035147	0.347488099229	0.200747389728
a13	0.0659041292473	0.136796210352	0.111216151716	0.52444136641	0.161642159909
a18	0.0305073357491	0.099775421784	0.112877152572	0.615313138803	0.141526973303
a39	0.016933554583	0.0793075105947	0.110296946191	0.657343729601	0.136118247768
a31	0.0397922335277	0.0613600968649	0.080614519397	0.702927609867	0.115305509256
a46	0.0464478521759	0.0460134122883	0.0622571691323	0.757903503289	0.0873780130853
</S>	0.026355529588	0.0401092761441	0.0697811125661	0.784302601645	0.0794514165427
