 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.25893987	3.0698159e-05	0.04981881	0.167581955	0.061019966	0.0534047085	0.197163585	0.0124005315	0.182303995	0.017335861
a31	0.185700334333	2.93252236667e-05	0.05478451	0.181312168333	0.0635188593333	0.0543470408333	0.152690055	0.0200247278333	0.265790411667	0.02180258
a37	0.088331839111	1.57887198889e-05	0.0391944873333	0.165092529444	0.0636908197778	0.0625783826111	0.159351615	0.0318573786111	0.357519557222	0.032367629
a21	0.0661191197037	6.8672573963e-06	0.0258981724444	0.145376116481	0.0617567799259	0.0773070628704	0.197303818333	0.0375545618704	0.348612859074	0.040064663
a31	0.0759295932346	6.78746489877e-06	0.0228427471481	0.171686105494	0.0661928233086	0.0713273829568	0.216966312778	0.0294288891235	0.307142406358	0.0384769563333
a7	0.0964650577449	6.59160716626e-06	0.0195877990494	0.159675111831	0.0563174334362	0.0641845976523	0.235381297593	0.0209747452078	0.315207488786	0.0321998787778
a29	0.225052115915	3.59657035542e-06	0.0153500370165	0.098657105277	0.0462385191454	0.0698069492174	0.232075555864	0.0180561117359	0.264772126262	0.0299878799259
a31	0.283857011972	4.35479498514e-06	0.0243163133388	0.133585816426	0.0756890587151	0.0660257797391	0.201699538621	0.0153627505786	0.169606168754	0.0298531969753
a29	0.257932710657	5.27164742838e-06	0.0279498767796	0.139834913142	0.0802701252384	0.0651913452464	0.21389761954	0.0142037401929	0.172112259585	0.0286021546584
a31	0.275500760219	6.74293747613e-06	0.0258181702599	0.117734112047	0.0742220427461	0.0649836370821	0.22831502318	0.0129618200643	0.175174384862	0.0252833342195
a41	0.241201933406	8.02773525871e-06	0.0254420687533	0.102968330682	0.0665137399154	0.0532411230274	0.222901314393	0.0115011930214	0.253365083287	0.0228572374065
a18	0.259047017802	6.93430268624e-06	0.0188916737511	0.0531018695607	0.0307733913051	0.0349596230091	0.195606731464	0.00902955800713	0.380200137762	0.0183831558022
a31	0.270579519267	8.79920889541e-06	0.0197614390837	0.0624940358536	0.0338621907684	0.032089689003	0.220390837155	0.00816344366904	0.335384975921	0.0172651152674
a37	0.173133147089	8.96499246514e-06	0.0188622393612	0.0636447902845	0.0342126815895	0.029269807001	0.219463965718	0.0101157298897	0.432780921974	0.0185077180891
a3	0.0832322596963	5.48156398838e-06	0.0113663561204	0.0312638844282	0.0171253181965	0.0200004480003	0.149977851906	0.0128192156299	0.652895173991	0.021313959363
a21	0.0622910275654	4.81658192946e-06	0.00839658657347	0.0205605458094	0.0121194770655	0.0175921510001	0.125391035969	0.0148071455433	0.71397069133	0.024866488121
a31	0.111932010188	1.44509504098e-05	0.0115983717245	0.0287631069365	0.0130180576885	0.0147961983334	0.13644326399	0.0122254428478	0.65051139711	0.020697709707
a37	0.112191982396	1.85081716366e-05	0.0119008625748	0.0305566213122	0.0134328022295	0.0147164967778	0.131289999997	0.0138083262826	0.65210443237	0.019980027569
a31	0.136817329799	2.32798647122e-05	0.0099411336916	0.0248623601041	0.0116738230765	0.0137204240593	0.110137368666	0.0138291417609	0.66022971079	0.0187654843897
a28	0.145761292933	2.97221102374e-05	0.00943522673053	0.0255393200347	0.0134126886922	0.0175646124864	0.122988336222	0.0190150349203	0.624668353597	0.0215854413299
a31	0.162762043978	3.43079467458e-05	0.00881585791018	0.0239945016782	0.0135363248974	0.0187862844955	0.130133265407	0.0205135128734	0.599116767866	0.02230713801
a8	0.177460811326	3.71281422486e-05	0.00797201663673	0.0202349775594	0.0100580241991	0.0122995358318	0.131822005136	0.0115901585245	0.615512109289	0.0130132299033
a31	0.171694863775	4.23095494162e-05	0.00600667487891	0.0145353985198	0.0071937253997	0.00942594067727	0.128259950379	0.00831190630817	0.64498624643	0.00954298563443
</S>	0.234082946888	5.28209347081e-05	0.00622305443946	0.0131849562599	0.00554809534985	0.00645351443863	0.117094383189	0.00492602385409	0.606198508215	0.00623569681722
