 	non	li	aspettiamo	più	</S>
a3	0.2126161126	0.002283840377	0.37957376	0.37961994	0.0259063205
a31	0.0748909889333	0.000781579678	0.493048993333	0.41667647	0.0146019361667
a35	0.0267863453778	0.000274306447	0.531001921111	0.425184746667	0.0167526443889
a31	0.0152933628593	0.000141893779	0.517216763704	0.443961128889	0.023386789463
a13	0.0114683172864	9.8733212e-05	0.500048667901	0.45392218963	0.034462053821
a31	0.0140075877621	0.000334487679667	0.4871935693	0.447656756543	0.0508076239403
a15	0.0147044677107	0.000411427439556	0.453111729767	0.481232028848	0.0505403846468
a31	0.0149133036936	0.000928325392852	0.395016183256	0.530813816283	0.0583284002156
a46	0.0151289015979	0.00116424657762	0.338448157752	0.588093272094	0.0571654194052
</S>	0.00782744634895	0.00068226035881	0.230753123876	0.720142151047	0.0405949857026
