 	non	ho	cosa	a	fare	</S>
a8	0.2670722182	0.37123352	0.006839342	0.1414146125	0.1351828925	0.078257393
a31	0.290858266067	0.383533653333	0.0057620676	0.0996468378333	0.130273299167	0.089925821
a37	0.132646918022	0.368751354444	0.00538723203333	0.151341627944	0.209628476389	0.132244337
a11	0.0599977113407	0.261929831481	0.00495588224444	0.216430632648	0.296141948796	0.160544005667
a13	0.0311232687802	0.257947360494	0.00593296291481	0.218834194216	0.350496012932	0.135666258556
a20	0.0241853262601	0.326620480165	0.0074108814716	0.177331254739	0.368339020977	0.096113112852
a31	0.0174715589867	0.293758426722	0.00610657949053	0.224565354913	0.340961323659	0.117136787617
a8	0.00879709256223	0.214114208907	0.00352412533018	0.268985748304	0.38055158122	0.124027220872
a31	0.0169939911874	0.182151269636	0.00298526361006	0.284577459435	0.428564360407	0.084727608624
a46	0.0188568968625	0.126840501212	0.00270285990335	0.276281059812	0.510733810136	0.0645848295413
a8	0.00717930195417	0.0635036390707	0.00198716353445	0.198320289937	0.686131126712	0.0428784855138
</S>	0.00433038077708	0.0473544605354	0.00178124806722	0.167061279969	0.746585963356	0.0328866912569
