 	ho	rotto	una	bottiglia	</S>
a31	0.066911354	0.0036977968	0.0001343892765	0.86283605	0.06642042
a21	0.0263308393333	0.00281267683333	5.36875516667e-05	0.920524673333	0.0502781386667
a31	0.0143850744444	0.00188793615778	2.85455150556e-05	0.937835797778	0.0458626525556
a35	0.00929254060147	0.00121910887926	1.97074260185e-05	0.953901265926	0.0355673875185
a31	0.00654278332049	0.00175560030642	5.56584636728e-05	0.947965315309	0.0436806548395
a24	0.0054114350835	0.00178241202547	6.72367154243e-05	0.947470898436	0.0452680209465
a37	0.00188906761783	0.00080790110849	2.72609543414e-05	0.971106229479	0.0261695266488
a31	0.00198112225261	0.00053114941283	2.59156444471e-05	0.978185456493	0.0192763345496
a33	0.0023974507842	0.000758359104277	8.97381794824e-05	0.980194452164	0.0165600191832
a31	0.0115973701947	0.00255817006809	0.000454176909827	0.961253134055	0.0241371740611
</S>	0.0213676065974	0.00416491513404	0.000763195904913	0.940794242027	0.0329100550306
