 	dopo	Giovanni	é	tornato	a	casa	</S>
a31	0.147960431	0.34360973	0.1213564725	0.082282085	0.1642468425	0.1199917025	0.0205527535
a20	0.291437697	0.297449556667	0.1278900125	0.065916029	0.100211758167	0.0959104241667	0.0211845451667
a17	0.315572509	0.196033885556	0.1161281875	0.0497910203333	0.106179388389	0.177494969722	0.0388000573889
a31	0.253575749667	0.152955451852	0.0709741738333	0.0469991474444	0.18053269613	0.244204853241	0.050757931463
a39	0.250015979889	0.152669077284	0.128656405944	0.0481065084815	0.174687432043	0.202898657747	0.0429659404877
a31	0.19056682663	0.142772219095	0.156904048648	0.0666984681605	0.236567160681	0.170380752582	0.0361105218292
a20	0.108151698877	0.141090066365	0.296607706216	0.0687149680535	0.237090044227	0.121193752527	0.0271517579431
a31	0.064433612959	0.154890528788	0.375428635405	0.0922049813512	0.199669688742	0.092438932509	0.0209336198144
a13	0.045552759653	0.147930714929	0.424882111802	0.0984880477837	0.185284762581	0.0801772621697	0.0176843464381
a24	0.0313423502177	0.13713597031	0.607415637267	0.0706033599279	0.079544850527	0.0562829120566	0.0176748974794
a46	0.0355731050726	0.14875945677	0.650192679089	0.0583456623093	0.0431464961757	0.0465051963522	0.0174773758265
a31	0.0426978216909	0.16455913559	0.526656439696	0.0970770997698	0.100703238059	0.0532741411174	0.0150320939422
a20	0.033029690897	0.13776117453	0.525315393232	0.109217529257	0.12159242002	0.0583124270391	0.0147713623141
a31	0.0271674646323	0.138845754177	0.591566187744	0.096891172419	0.0843196006733	0.0487387663464	0.0124710600047
a18	0.0254859547441	0.133630449059	0.596996319248	0.093207119473	0.0789006055578	0.0568752494488	0.0149043285682
a20	0.0140974107814	0.0671701406863	0.652734373083	0.0583128218243	0.0757740171859	0.100047936483	0.0318633385227
a31	0.0321973202605	0.112317790229	0.598674707694	0.0547607329414	0.0767129657286	0.0961111688277	0.0292253157742
a11	0.0389634680868	0.12587436741	0.508197852565	0.0570546166471	0.101403605243	0.129754916276	0.0387511881914
a31	0.0617120106956	0.14438239647	0.446922177522	0.0510317968824	0.112303991748	0.141477744092	0.0421698852971
a28	0.0690537728985	0.14744121349	0.352361919174	0.0482917649608	0.150084970583	0.185491153364	0.0472751843324
a41	0.0324824872995	0.06263557383	0.195422624725	0.0517275796536	0.252997116861	0.328199494455	0.0765351014441
a8	0.0338545360998	0.0395273899433	0.117867816575	0.0541347032179	0.317816638954	0.359811528152	0.0769873438147
a33	0.0643137086999	0.0502863939811	0.0880607221917	0.058504454406	0.350932369651	0.322637819384	0.0652644739382
</S>	0.0853744593499	0.0627108969906	0.0805625010959	0.060914202203	0.358361519826	0.294349294692	0.0577270759691
