 	le	ragazze	vogliono	guardate	</S>
a10	0.293174511	0.4472736	0.069477734	0.165417865	0.02465624
a20	0.350118730333	0.24439067	0.0336170446667	0.309067701667	0.0628058526667
a31	0.262855116778	0.324852066667	0.0265214122222	0.316569563889	0.0692018992222
a20	0.187566160593	0.329208797556	0.0233356784074	0.366494621296	0.0933948180741
a11	0.083654814531	0.186151081185	0.0213960664691	0.541133910432	0.167664146025
a31	0.045507106177	0.282825997062	0.0599932681564	0.464937296811	0.146736332008
a0	0.0317385373923	0.343362662354	0.0772387927188	0.41476161227	0.132898414003
a31	0.0217966437974	0.355141104118	0.0872493242396	0.40774912409	0.128063809334
a39	0.0151030845991	0.380752588039	0.0923283524132	0.390408561363	0.121407441111
a18	0.0143469251997	0.41898178268	0.0655085261377	0.369736590454	0.131426201704
a31	0.0159912793999	0.502931160893	0.0702392097126	0.316475286818	0.094363046568
a8	0.0121101881333	0.462014143631	0.0687681512375	0.359171348939	0.097936116856
a31	0.0186741917111	0.432610354544	0.0603328370792	0.39334058298	0.0950420032853
a46	0.022442898237	0.417311508181	0.0634440476931	0.41154170766	0.0852598504284
a18	0.0144110797457	0.499705689394	0.0823767625644	0.325354595887	0.0781518824761
a35	0.0101669929152	0.642041293131	0.110326334188	0.188797388629	0.0486679911587
a31	0.0185841673051	0.641889561044	0.133682468063	0.170105912876	0.0357378913862
a39	0.0226504572684	0.638747787015	0.140175149354	0.166852920959	0.0315736907954
a8	0.0159406575895	0.691372982338	0.137473006451	0.125488416986	0.0297249192651
a23	0.0146861305298	0.713849640779	0.13999118215	0.102885735662	0.0285872654217
</S>	0.0144760527649	0.72259869039	0.140766356075	0.094386362831	0.0277724762109
