 	non	ci	dimentichiamo	mai	</S>
a31	0.71308005	0.01631689985	0.02436433365	0.171170125	0.0750686835
a20	0.662059633333	0.00687725228333	0.0125939803167	0.267172691667	0.0512965301667
a31	0.574939977778	0.00413209602778	0.0086081764389	0.356181123889	0.0561386520556
a11	0.429556666593	0.00274856797593	0.00669283481297	0.47811452463	0.0828874126852
a20	0.172960624864	0.00178110809198	0.010885599271	0.69210125821	0.122271404228
a31	0.152354930288	0.00821065899733	0.024218539757	0.65677893607	0.158436904743
a11	0.135915947763	0.0101091667324	0.0268045372523	0.663041732023	0.164128604914
a31	0.106983500254	0.0103411613108	0.0327330404174	0.685791097341	0.164151208305
a18	0.094931185418	0.0103719860269	0.0327685653725	0.705217399114	0.156710866102
a42	0.0408846124727	0.00385499329897	0.0164039120242	0.815767333038	0.123089135367
a31	0.0721461328242	0.00662748413299	0.0176168070081	0.779992591013	0.123617001789
a18	0.0787240916081	0.00781573067766	0.0180146090027	0.769210543671	0.12623506393
a31	0.120852021203	0.0154455485259	0.0220280060009	0.73131784789	0.110356592977
a39	0.141498198068	0.0199430747753	0.031109364667	0.682952929297	0.124496425992
a31	0.260554590356	0.0312445308584	0.0337334402223	0.561009209766	0.113458218664
a20	0.304957608785	0.0386939729528	0.0487671687408	0.465675073255	0.141906182888
a39	0.147987158262	0.0274549719843	0.0713714512469	0.516865041085	0.236321377629
a31	0.331162306087	0.0433441456614	0.066405184749	0.367136098695	0.191952256876
a14	0.383116298696	0.0493278912205	0.0606147742497	0.320771237898	0.186169793292
a46	0.197909966232	0.0358302864068	0.0749515480832	0.414421259299	0.276886927764
a20	0.167548958744	0.0323766528023	0.0812885126944	0.418943179766	0.299842695921
a31	0.322418509581	0.0434706752674	0.0677514785648	0.328807996589	0.237551365307
</S>	0.48025645479	0.0555133756337	0.0533330107824	0.239437753295	0.171459432653
