 	venne	scritto	</S>
a31	0.62285842	0.372431275	0.0047102964
a28	0.630129996667	0.362394391667	0.00747558633333
a8	0.524157408889	0.464633593889	0.0112089964444
a31	0.36859557963	0.621163377963	0.0102410647148
a20	0.34541212321	0.627968102654	0.0266198148049
a31	0.326557847737	0.633883077551	0.0395591012683
a13	0.239866422579	0.690949792517	0.0691837850894
a29	0.195720637526	0.711645777506	0.0926336116965
a39	0.157176405842	0.769853092502	0.0729705405655
a31	0.143604605281	0.793659284167	0.0627361068552
a35	0.129546385094	0.818478361389	0.0519752109517
a31	0.138516258365	0.813970203796	0.0475135216506
</S>	0.163904629182	0.784999876898	0.0510955098253
