 	venne	scritto	</S>
a29	0.61402537	0.375936565	0.0100380816
a24	0.631213436667	0.355054375	0.0137321918667
a37	0.609025228889	0.376397308333	0.0145774716222
a29	0.541923992963	0.439284176111	0.0187918535407
a13	0.480006757654	0.494259458704	0.0257338101802
a11	0.453807879218	0.513601086235	0.0325910490601
a31	0.341746956406	0.617073482078	0.04117959002
a39	0.234316692135	0.705862364026	0.0598209546733
a18	0.196549190712	0.723902871342	0.0795479348911
a8	0.150128343571	0.771492223781	0.0783794516304
</S>	0.131346266785	0.797397811891	0.0712559308152
