 	io	non	ho	cosa	da	mangiare	</S>
a31	0.67827019	0.0186180774	0.186005245	0.00089644685	0.0003028693	0.11437760285	0.001529505045
a37	0.61293468	0.0230957298	0.172382613333	0.00072132656	0.0003388188	0.18445307095	0.00607370378167
a31	0.564921233333	0.0198800466	0.243802936111	0.00111406366333	0.000359181446667	0.162023476983	0.00789902806056
a18	0.617059064444	0.0146875656	0.253052674037	0.00119603891778	0.000367430055556	0.105309446994	0.00832776548685
a31	0.736026634815	0.00635222276667	0.190696563346	0.000746820502593	0.000484285678519	0.0581103208647	0.00758314749562
a11	0.776911994938	0.00319328298889	0.170540044449	0.000636845150864	0.000860388639506	0.0385220951549	0.00933536616521
a37	0.848094848313	0.00178205156296	0.0846504068163	0.000389424120288	0.00118427877984	0.048156158385	0.0157428130551
a15	0.876979282771	0.00137713232099	0.0575134542721	0.000371565050096	0.00121039489328	0.046528642795	0.0160194795184
a39	0.910426660924	0.001417344907	0.0440252337574	0.000462016973365	0.00100658463109	0.0313606819317	0.0113014795061
a31	0.880313353641	0.00132625273567	0.0923464269191	0.000517187004455	0.000933224010363	0.0181576779772	0.00640587253537
a39	0.835675161214	0.00099411621189	0.112457238973	0.000508849624818	0.00100165502012	0.0388451533257	0.0105177977118
a20	0.810013983738	0.000979069903963	0.0904622663243	0.00125127831827	0.00120171872337	0.0774383711086	0.0186533209039
a24	0.777174581246	0.00132906390132	0.117020712108	0.00256185497276	0.00138379817446	0.0824218970362	0.0181081373013
a31	0.784899507082	0.00155100100044	0.139761084036	0.00216223946092	0.00108788522482	0.0596843810121	0.0108539499004
a46	0.657356402361	0.00184189786681	0.184218921345	0.00231099509031	0.00166197294161	0.137471165671	0.0151386591001
a31	0.64905095412	0.00208171582227	0.172774548782	0.0023838167901	0.00178710431387	0.156079096557	0.0158427711534
a3	0.664565491373	0.00284993667409	0.130656854594	0.00206019442337	0.00187834687129	0.186048060186	0.0119411445045
a31	0.680832737124	0.0033936316247	0.106189590865	0.00203024285779	0.00199579300043	0.194938719062	0.0106192886015
</S>	0.809669368562	0.00315575391235	0.0768199494325	0.00128886990389	0.00135367621521	0.102132978031	0.00557937895075
