 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.078265365	0.001140498715	0.0077044749	0.03969761085	0.65827338	0.1754291	0.0394895475
a24	0.0729314716667	0.000481083265	0.00292825580333	0.0142795855167	0.58117788	0.27161432	0.0565873941667
a31	0.0609262905556	0.000431413305	0.00224324877111	0.00550689040557	0.575673613333	0.283012076667	0.0722064947222
a0	0.0557808155185	0.000444470275	0.00209540999037	0.00372297603519	0.599197737778	0.265785185556	0.0729734382407
a31	0.0438292551728	0.000986554298333	0.00239260663012	0.00637805234506	0.636691459259	0.237986445185	0.0717356634136
a17	0.0371885212576	0.00117418121944	0.00245118097671	0.00697866228169	0.684356839753	0.204334855062	0.0635158264712
a13	0.0184770986192	0.000567727999813	0.00105062070224	0.0048939613939	0.718665866584	0.205268611687	0.0510761711571
a31	0.0171014202064	0.000851083173271	0.00104804677741	0.0047780049313	0.768873922195	0.166214828562	0.041132728719
a20	0.0183362717355	0.00104314875776	0.00105293729247	0.0041728651771	0.788343274065	0.152728667521	0.0343228532397
a31	0.0232622062452	0.00210328151925	0.00140315949749	0.00409853259237	0.811825424688	0.134567129174	0.0227402767466
a23	0.0377460134151	0.00305491123975	0.0017323650325	0.00429901506412	0.802419641563	0.133143803058	0.0176042735822
a8	0.0698063311384	0.00337829411325	0.00167230364417	0.00345245222137	0.740263013854	0.162903561019	0.0185241051941
a20	0.0713432553795	0.00334489657108	0.00231446228139	0.00356230874046	0.707632237951	0.18398640034	0.0278164837314
a31	0.136326316793	0.0145085611904	0.00500806726046	0.00910934258015	0.657153279317	0.151354081113	0.0265403414105
</S>	0.223650993396	0.0263402690952	0.00734385563023	0.0143501397901	0.608975239658	0.103159932056	0.0161795509553
